cluster	n_cells	score_ISG_TypeI_IFN_mean	score_ISG_TypeI_IFN_median	score_Antigen_Presentation_mean	score_Antigen_Presentation_median	score_NFkB_Immediate_Early_mean	score_NFkB_Immediate_Early_median	score_ABC_like_Bcell_mean	score_ABC_like_Bcell_median
10	19638	-0.02114108464716813	-0.07647982385423449	0.048629392206248116	-0.0191611189570203	-0.005227544292107972	-0.12008624076843262	-0.06871382272607465	-0.0822923653899228
0	12657	-0.060506767984872915	-0.10749146779378255	-0.21098947718395533	-0.23473980282777107	-0.09172618377897467	-0.1485301113128662	-0.1422016734505725	-0.1433952612223035
1	11036	-0.04247079233339303	-0.08701203637652927	-0.12115093230714852	-0.18913747800276584	-0.029702454832841722	-0.11320663315909248	-0.11949324036195723	-0.12022510898551814
2	7990	-0.06246920658774211	-0.10791498528586493	-0.1700330602361488	-0.2027479082145947	-0.07132814124324081	-0.13824521541595458	-0.12196531856023003	-0.1221613868024437
11	7824	-0.024602204358454484	-0.08694878260294597	0.2657962985606306	0.20144915080710546	0.008568786546966677	-0.11586812973022462	0.010205977559389292	-0.07198274095720272
3	6611	-0.012916496832788815	-0.0857128651936849	-0.15793797028647208	-0.19904324832378617	0.11679489294614062	0.05364237376621794	-0.10736363044865573	-0.10790005176761079
7	5625	-0.030972665620144498	-0.09549946467081706	2.712365324485489	2.9072856167018815	0.5234347447487362	0.5197287341526576	0.1135075891396442	0.11950723056410467
5	4679	0.15715761362536756	0.09171190473768445	1.2194962581927955	1.2299075046641714	0.1635935429365614	0.13015032495771137	-0.09769958311790179	-0.09809850609820822
8	3197	0.12232037306370512	0.026128997272915316	1.2539279673099308	1.2420976297967385	0.03927733728385887	-0.10350113868713379	0.311262420512591	0.2836243360736298
20	2443	-0.1091660462954948	-0.11692750083075631	-0.16645275208720525	-0.19803247205763053	-0.004933995307171515	-0.10476189613342285	-0.10276751597023258	-0.10226464670238686
21	2010	-0.010793733861447701	-0.07188169479370117	1.8853054614800506	1.9022968895483339	-0.029868976958779127	-0.12228792667388916	-0.011986598676467994	-0.06794208666951362
18	1052	-0.12470524081485806	-0.1366285196940104	-0.19684212213910635	-0.211413485891867	-0.0007632404946231868	-0.09684840645108904	-0.10708666520501217	-0.10598180126585689
12	1005	-0.08153839279446833	-0.11224720001220703	0.08495679633918479	0.03731958228069665	0.48756387250103156	0.4406910651070731	0.02550927645977758	-0.05106797425643257
6	721	0.0009652743186692001	-0.05744585037231445	-0.18742625377763295	-0.2202059086537201	-0.04042549566205053	-0.12305624825613842	-0.11857847034560967	-0.11980607916280178
4	448	0.0650331354052538	-0.010147426658206518	-0.10668982857066338	-0.1962650286271268	-0.03082841584801066	-0.11888628959655761	-0.10285016353648357	-0.10335416379182236
13	374	-0.013452716965584699	-0.0816978833410475	0.4161980727418273	0.3318807930754335	0.10309797290812203	0.005068210874285023	-0.05320785999286902	-0.09415572303593359
22	328	0.0370618464066811	-0.04943339957131279	0.3950775953064302	0.36229576190446044	0.19115746975697914	0.1633030036517552	0.007954603622015893	-0.007379748759461088
17	229	-0.09091681399199639	-0.11461919148763021	0.12469053129251466	0.05352003452361831	0.30905016723604256	0.2655436774662563	-0.11372522617869413	-0.11366203078458141
19	225	-0.05774177657527689	-0.09728142420450846	-0.13563209395547304	-0.18460968836841968	-0.05069778798572601	-0.12888611793518068	-0.09674374418070837	-0.09154294246813924
14	208	0.07696604177101046	0.034068031575944686	1.5815319673484696	1.6324755865455474	0.029737129912271603	-0.08927364349365234	0.11956743182327406	0.13902020697609638
15	106	-0.02720579344021699	-0.09270268347528246	-0.12598679715509697	-0.17738307722462904	-0.061722548817688565	-0.1390833330154419	-0.12335801493175973	-0.12143234584642493
23	77	0.0002767681869077484	-0.04056826273600261	0.1252387449889531	-0.01878682238943625	0.014673651472314614	-0.07357075691223144	-0.04478546896476042	-0.08650773345028677
9	74	0.00515675965014163	-0.08920427640279134	-0.004570750419963361	-0.10369036501686045	0.02192836401545403	-0.11131319522857666	-0.017115008297098444	-0.06003754912411489
16	53	-0.046699379894968356	-0.07989276885986328	-0.04632580866576056	-0.12858363926010644	-0.08594642992932197	-0.11181751251220703	-0.07883347341628709	-0.07826946092688519
24	40	-0.04589018286599054	-0.05856968561808268	0.27858342230569993	0.18553087185293238	0.049547778414828436	-0.043203264474868774	-0.03617717487955572	-0.050419718126788186
