dataset	n_cells_before	n_genes_before	n_cells_after	n_genes_after	median_total_counts_before	median_genes_by_counts_before	median_pct_mito_before	median_total_counts_after	median_genes_by_counts_after	median_pct_mito_after	min_genes	min_counts	max_pct_mito	min_cells_per_gene	target_sum	log1p
GSE195452	277632	57874	88650	40867	786.0	381.0		1321.5	649.0	18.600682593856654	200	500	25.0	3	10000.0	True
