names	scores	logfoldchanges	pvals	pvals_adj	pct_nz_group
CLN6	0.46239668	2.0372567	0.6437968835955494	1.0	0.02702702702702703
RITA1	0.46239668	2.1019013	0.6437968835955494	1.0	0.02702702702702703
HMGN2P5	0.46239668	2.0372567	0.6437968835955494	1.0	0.02702702702702703
SMUG1	0.46239668	2.0372567	0.6437968835955494	1.0	0.02702702702702703
MCM9	0.46239668	2.1019013	0.6437968835955494	1.0	0.02702702702702703
CCDC58	0.46239668	2.0372567	0.6437968835955494	1.0	0.02702702702702703
AC093726.1	0.46239668	2.0372567	0.6437968835955494	1.0	0.02702702702702703
IL2RA	0.46239668	2.1674976	0.6437968835955494	1.0	0.02702702702702703
AC008555.5	0.46239668	2.0372567	0.6437968835955494	1.0	0.02702702702702703
ALG1	0.46239668	2.3999424	0.6437968835955494	1.0	0.02702702702702703
SRD5A3	0.46239668	2.1019013	0.6437968835955494	1.0	0.02702702702702703
HPS6	0.46226123	2.0127835	0.6438939963885376	1.0	0.02702702702702703
CCDC126	0.46226123	2.0127835	0.6438939963885376	1.0	0.02702702702702703
ARL4D	0.46226123	2.0127835	0.6438939963885376	1.0	0.02702702702702703
HSD17B8	0.46212578	1.9090931	0.6439911152618774	1.0	0.02702702702702703
SOWAHD	0.46212578	1.992795	0.6439911152618774	1.0	0.02702702702702703
PRKAA1	0.4618549	0.7747838	0.6441853712440078	1.0	0.04954954954954955
PIAS4	0.46158403	1.877249	0.6443796515307287	1.0	0.02702702702702703
SLC25A30	0.46158403	1.877249	0.6443796515307287	1.0	0.02702702702702703
GMPR2	0.46158403	0.73180634	0.6443796515307287	1.0	0.04954954954954955
GEMIN2	0.46158403	1.877249	0.6443796515307287	1.0	0.02702702702702703
PCBD1	0.46158403	1.877249	0.6443796515307287	1.0	0.02702702702702703
TMEM203	0.46131316	0.6680506	0.6445739561108238	1.0	0.06756756756756757
FAM104B	0.46104226	1.4792289	0.6447682849730714	1.0	0.036036036036036036
ZNF429	0.46077138	1.7331554	0.6449626381062445	1.0	0.02702702702702703
MUTYH	0.46077138	1.7331554	0.6449626381062445	1.0	0.02702702702702703
USP39	0.46036506	0.73842347	0.6452542132894199	1.0	0.04954954954954955
SETD3	0.46009418	1.4712253	0.6454486270507588	1.0	0.036036036036036036
BTN2A2	0.45968786	0.947187	0.6457402931234899	1.0	0.05405405405405406
DDX56	0.45941696	1.3886896	0.6459347674427194	1.0	0.036036036036036036
OAT	0.45941696	1.3886896	0.6459347674427194	1.0	0.036036036036036036
INPP5B	0.45846888	1.3844366	0.6466156180883718	1.0	0.036036036036036036
ARHGAP9	0.45846888	0.47732466	0.6466156180883718	1.0	0.07207207207207207
SNX11	0.45833343	1.3196344	0.64671290664162	1.0	0.036036036036036036
MSRA	0.45833343	1.3196344	0.64671290664162	1.0	0.036036036036036036
CDK11A	0.45833343	1.399445	0.64671290664162	1.0	0.036036036036036036
HACL1	0.45779166	1.2922679	0.6471021212364799	1.0	0.036036036036036036
SLC20A1	0.45779166	1.2922679	0.6471021212364799	1.0	0.036036036036036036
SRRT	0.45765623	1.1362044	0.6471994399736094	1.0	0.04504504504504504
AL954705.1	0.45738533	0.63708353	0.6473940955440884	1.0	0.04954954954954955
PAX5	0.4572499	0.17010327	0.6474914323746146	1.0	0.14864864864864866
CCDC91	0.45711446	0.48218334	0.647588775233449	1.0	0.08108108108108109
RGS2	0.45697904	1.1751626	0.6476861241191794	1.0	0.04504504504504504
PKN2	0.45670813	1.2206786	0.6478808399656764	1.0	0.036036036036036036
EML3	0.45670813	1.2232127	0.6478808399656764	1.0	0.036036036036036036
MFN2	0.45670813	1.2232127	0.6478808399656764	1.0	0.036036036036036036
CEP135	0.45670813	1.1649683	0.6478808399656764	1.0	0.036036036036036036
OSGEP	0.45670813	1.2232127	0.6478808399656764	1.0	0.036036036036036036
BLMH	0.45670813	1.2232127	0.6478808399656764	1.0	0.036036036036036036
TNRC6C-AS1	0.4565727	1.1761264	0.6479782069236165	1.0	0.036036036036036036
FCGR3A	0.4565727	1.349256	0.6479782069236165	1.0	0.04504504504504504
GTPBP10	0.4565727	1.1761264	0.6479782069236165	1.0	0.036036036036036036
AC135068.6	0.4561664	1.1891329	0.6482703439192383	1.0	0.036036036036036036
EEF1A1P12	0.4561664	1.1891329	0.6482703439192383	1.0	0.036036036036036036
CCDC167	0.45589548	1.2263302	0.6484651320036772	1.0	0.036036036036036036
SYNJ2BP	0.45589548	1.2263302	0.6484651320036772	1.0	0.036036036036036036
C16orf87	0.45589548	1.1474501	0.6484651320036772	1.0	0.036036036036036036
VEZT	0.4556246	1.157278	0.6486599441447952	1.0	0.036036036036036036
BID	0.4556246	1.157278	0.6486599441447952	1.0	0.036036036036036036
RHOBTB2	0.45535374	0.64555997	0.6488547803312671	1.0	0.05855855855855856
UBXN2B	0.45508283	1.1200777	0.6490496405517623	1.0	0.036036036036036036
FRMD8	0.45508283	1.0102377	0.6490496405517623	1.0	0.04504504504504504
GXYLT1	0.45508283	1.1200777	0.6490496405517623	1.0	0.036036036036036036
RAD18	0.45481196	1.0887005	0.6492445247949452	1.0	0.036036036036036036
YPEL2	0.4545411	1.094192	0.6494394330494759	1.0	0.036036036036036036
TRNAU1AP	0.4545411	1.094192	0.6494394330494759	1.0	0.036036036036036036
WDR20	0.45440564	1.0510284	0.6495368961774515	1.0	0.036036036036036036
CBLL1	0.45413476	0.5608081	0.6497318404277297	1.0	0.05855855855855856
LEPROT	0.4539993	1.0091037	0.6498293215471944	1.0	0.036036036036036036
BCR	0.4539993	1.054143	0.6498293215471944	1.0	0.036036036036036036
MB21D1	0.4539993	1.054143	0.6498293215471944	1.0	0.036036036036036036
ANKFY1	0.4529158	0.848847	0.6506093861792834	1.0	0.036036036036036036
HIRIP3	0.4529158	0.9478934	0.6506093861792834	1.0	0.036036036036036036
FAF2	0.4529158	0.5347948	0.6506093861792834	1.0	0.04954954954954955
CHPT1	0.45278034	0.5360678	0.6507069211965271	1.0	0.06756756756756757
GPBP1L1	0.45264488	0.40322912	0.6508044621953057	1.0	0.07207207207207207
LARP4	0.45264488	0.97682744	0.6508044621953057	1.0	0.04504504504504504
DPM1	0.45264488	0.82676387	0.6508044621953057	1.0	0.05405405405405406
WHAMM	0.45264488	0.93524504	0.6508044621953057	1.0	0.04504504504504504
COMMD2	0.45250946	0.9313094	0.6509020091741964	1.0	0.04504504504504504
R3HDM2	0.45250946	0.56788975	0.6509020091741964	1.0	0.05855855855855856
SRSF6	0.45210314	0.48769993	0.6511946859773103	1.0	0.07657657657657657
STK26	0.45183226	0.5745998	0.6513898337205187	1.0	0.05855855855855856
RSBN1L	0.4516968	0.29001054	0.6514874165501903	1.0	0.08558558558558559
PPP4R3A	0.45115504	0.41124526	0.651877807556077	1.0	0.08108108108108109
TAF1	0.45101961	0.85664374	0.6519754202222212	1.0	0.04504504504504504
IGLV3-25	0.45101961	4.413675	0.6519754202222212	1.0	0.02252252252252252
AC004865.2	0.45101961	3.4018493	0.6519754202222212	1.0	0.02252252252252252
SNHG14	0.45088416	0.53200847	0.6520730388513825	1.0	0.05855855855855856
TRIM25	0.45088416	0.87669355	0.6520730388513825	1.0	0.04504504504504504
TYMS	0.45088416	3.5895884	0.6520730388513825	1.0	0.02252252252252252
AC092431.2	0.4507487	3.2568223	0.6521706634421341	1.0	0.02252252252252252
LINC00339	0.4507487	3.2568223	0.6521706634421341	1.0	0.02252252252252252
LYRM9	0.4507487	3.4967093	0.6521706634421341	1.0	0.02252252252252252
AC079325.2	0.4507487	3.2568223	0.6521706634421341	1.0	0.02252252252252252
PLOD3	0.4507487	3.2568223	0.6521706634421341	1.0	0.02252252252252252
AL049844.3	0.4507487	3.2568223	0.6521706634421341	1.0	0.02252252252252252
MINCR	0.4507487	3.2568223	0.6521706634421341	1.0	0.02252252252252252
SLC25A23	0.4507487	3.2568223	0.6521706634421341	1.0	0.02252252252252252
TYSND1	0.4507487	3.2568223	0.6521706634421341	1.0	0.02252252252252252
ATG4A	0.4507487	3.2568223	0.6521706634421341	1.0	0.02252252252252252
AC136475.8	0.4507487	3.3611748	0.6521706634421341	1.0	0.02252252252252252
RNU6-100P	0.4507487	3.2568223	0.6521706634421341	1.0	0.02252252252252252
USP42	0.4507487	3.2568223	0.6521706634421341	1.0	0.02252252252252252
RPL3P3	0.4507487	3.2568223	0.6521706634421341	1.0	0.02252252252252252
CCDC180	0.4507487	3.2568223	0.6521706634421341	1.0	0.02252252252252252
IPPK	0.45047784	3.0958817	0.6523659305027005	1.0	0.02252252252252252
CDC6	0.45047784	3.0958817	0.6523659305027005	1.0	0.02252252252252252
BCS1L	0.45047784	3.0958817	0.6523659305027005	1.0	0.02252252252252252
DNAJC19P9	0.45047784	3.0958817	0.6523659305027005	1.0	0.02252252252252252
RBM38	0.45047784	0.7624081	0.6523659305027005	1.0	0.06306306306306306
RARA	0.45047784	3.0958817	0.6523659305027005	1.0	0.02252252252252252
AC068282.1	0.45047784	3.0958817	0.6523659305027005	1.0	0.02252252252252252
PERP	0.45047784	3.0958817	0.6523659305027005	1.0	0.02252252252252252
AL157392.3	0.45047784	3.0958817	0.6523659305027005	1.0	0.02252252252252252
SMCO3	0.45047784	3.0958817	0.6523659305027005	1.0	0.02252252252252252
NTAN1P2	0.45047784	3.0958817	0.6523659305027005	1.0	0.02252252252252252
EP400NL	0.45047784	3.0958817	0.6523659305027005	1.0	0.02252252252252252
AP002765.1	0.45047784	3.0958817	0.6523659305027005	1.0	0.02252252252252252
BCAR3	0.4500715	2.886291	0.6526588757697956	1.0	0.02252252252252252
SSX2IP	0.4500715	2.886291	0.6526588757697956	1.0	0.02252252252252252
MSMO1	0.4500715	0.97682744	0.6526588757697956	1.0	0.04504504504504504
SUDS3P1	0.4500715	2.886291	0.6526588757697956	1.0	0.02252252252252252
GOSR1	0.44993606	0.8479687	0.6527565361001139	1.0	0.04504504504504504
WDR91	0.44980064	2.7253504	0.6528542023820278	1.0	0.02252252252252252
SLC25A29	0.4491234	2.4306571	0.6533426230155062	1.0	0.02252252252252252
AARS	0.448988	0.32118332	0.6534403249769738	1.0	0.07207207207207207
CMC2	0.44885254	1.4065163	0.6535380328800274	1.0	0.04054054054054054
ANAPC7	0.44858167	0.8038327	0.6537334665051682	1.0	0.04504504504504504
SURF6	0.44776902	1.9346917	0.6543199098297504	1.0	0.03153153153153153
RRM2B	0.44776902	0.776655	0.6543199098297504	1.0	0.05405405405405406
MYLIP	0.44749814	0.46146923	0.6545154383827888	1.0	0.07657657657657657
THUMPD3-AS1	0.4468209	0.70293826	0.6550043634422378	1.0	0.04504504504504504
GRIPAP1	0.4466855	1.6368701	0.6551021662158218	1.0	0.03153153153153153
AC007182.2	0.4466855	0.4653046	0.6551021662158218	1.0	0.07657657657657657
ZNF277	0.44587284	0.7072358	0.6556891070685533	1.0	0.05405405405405406
MRPS18B	0.44587284	0.3943627	0.6556891070685533	1.0	0.1036036036036036
SYNJ2	0.44587284	1.6180618	0.6556891070685533	1.0	0.03153153153153153
AGTRAP	0.44587284	1.6180618	0.6556891070685533	1.0	0.03153153153153153
TUBGCP4	0.4457374	1.5456339	0.6557869512324668	1.0	0.03153153153153153
THUMPD3	0.44560194	1.5028874	0.6558848013035341	1.0	0.03153153153153153
IER3	0.44546652	1.5283664	0.6559826572803169	1.0	0.03153153153153153
MTFR1L	0.44546652	1.5283664	0.6559826572803169	1.0	0.03153153153153153
FAM98A	0.44546652	1.5475587	0.6559826572803169	1.0	0.03153153153153153
POMC	0.44546652	1.5283664	0.6559826572803169	1.0	0.03153153153153153
PKIA	0.44546652	1.606163	0.6559826572803169	1.0	0.03153153153153153
NUDT9	0.44546652	1.5283664	0.6559826572803169	1.0	0.03153153153153153
RAB30-AS1	0.4447893	1.459781	0.656472025699595	1.0	0.03153153153153153
ALKBH3	0.44465387	1.470761	0.6565699170804458	1.0	0.03153153153153153
SIN3B	0.44451842	1.4371302	0.656667814356934	1.0	0.03153153153153153
THADA	0.44451842	1.4371302	0.656667814356934	1.0	0.03153153153153153
CCDC124	0.44451842	1.4371302	0.656667814356934	1.0	0.03153153153153153
PIP5K1C	0.44451842	1.4371302	0.656667814356934	1.0	0.03153153153153153
BAP1	0.44451842	0.650796	0.656667814356934	1.0	0.04504504504504504
CD3D	0.44424754	0.7118295	0.6568636265910599	1.0	0.05405405405405406
AC233279.1	0.44424754	1.4112569	0.6568636265910599	1.0	0.03153153153153153
TAX1BP3	0.44424754	1.4112569	0.6568636265910599	1.0	0.03153153153153153
AAED1	0.44424754	1.4112569	0.6568636265910599	1.0	0.03153153153153153
DDI2	0.44424754	0.6693497	0.6568636265910599	1.0	0.05405405405405406
CACNA1A	0.44424754	1.4112569	0.6568636265910599	1.0	0.03153153153153153
MFSD14A	0.44424754	1.4112569	0.6568636265910599	1.0	0.03153153153153153
TPK1	0.44424754	1.4112569	0.6568636265910599	1.0	0.03153153153153153
ZNF14	0.44424754	1.4112569	0.6568636265910599	1.0	0.03153153153153153
FAM13B	0.44397664	0.58237296	0.6570594623904416	1.0	0.05405405405405406
FAM43A	0.44384122	0.64193	0.6571573891234987	1.0	0.05405405405405406
VIM-AS1	0.44384122	1.3787092	0.6571573891234987	1.0	0.03153153153153153
OTUD6B-AS1	0.44370577	0.62714726	0.6572553217435437	1.0	0.05405405405405406
TSPYL2	0.44357035	1.3238064	0.6573532602491337	1.0	0.03153153153153153
ZNF260	0.4434349	1.2153027	0.6574512046388254	1.0	0.03153153153153153
GNL3L	0.4434349	1.2932947	0.6574512046388254	1.0	0.03153153153153153
STX10	0.44329944	1.1524	0.6575491549111763	1.0	0.04054054054054054
E2F3	0.44329944	1.3200207	0.6575491549111763	1.0	0.03153153153153153
PRR12	0.44329944	1.3200207	0.6575491549111763	1.0	0.03153153153153153
DDX20	0.44289312	1.1447535	0.6578430410097424	1.0	0.04054054054054054
PPM1D	0.44262224	1.2702055	0.6580389944622722	1.0	0.03153153153153153
SPPL2B	0.44262224	1.2702055	0.6580389944622722	1.0	0.03153153153153153
UQCC3	0.44235137	1.176185	0.6582349714107714	1.0	0.03153153153153153
RNASEL	0.44235137	1.2341678	0.6582349714107714	1.0	0.03153153153153153
TATDN3	0.44235137	1.120422	0.6582349714107714	1.0	0.03153153153153153
PARL	0.44235137	1.1575702	0.6582349714107714	1.0	0.04054054054054054
MIR6834	0.44235137	1.2341678	0.6582349714107714	1.0	0.03153153153153153
MNAT1	0.44235137	1.2341678	0.6582349714107714	1.0	0.03153153153153153
ITM2A	0.44235137	1.1225847	0.6582349714107714	1.0	0.04054054054054054
WASHC5	0.44208047	0.625875	0.6584309718436752	1.0	0.05405405405405406
CNOT6	0.4418096	0.63734394	0.6586269957494142	1.0	0.06306306306306306
KANSL3	0.44140327	1.2689904	0.6589210755942683	1.0	0.04054054054054054
PFKP	0.44126782	1.1290389	0.6590191139330952	1.0	0.04054054054054054
PECAM1	0.44099694	0.41818815	0.6592152081878742	1.0	0.07657657657657657
TMEM19	0.44072607	0.5791959	0.6594113258691618	1.0	0.06306306306306306
MIGA1	0.44045517	0.95371056	0.6596074669653644	1.0	0.03153153153153153
TSPOAP1-AS1	0.4401843	1.1003349	0.6598036314648836	1.0	0.04054054054054054
HAUS3	0.43991342	1.0199951	0.6599998193561162	1.0	0.04054054054054054
snoU2-30	0.43964252	0.5634802	0.6601960306274538	1.0	0.08108108108108109
SAMSN1	0.43964252	0.958874	0.6601960306274538	1.0	0.04054054054054054
SP2	0.43910077	1.0456982	0.6605885232639879	1.0	0.04054054054054054
FARSB	0.43896532	0.98360336	0.6606866610175361	1.0	0.04054054054054054
DIABLO	0.43896532	0.98360336	0.6606866610175361	1.0	0.04054054054054054
MOCS2	0.4388299	0.5547259	0.6607848046059441	1.0	0.06306306306306306
WDR46	0.4388299	1.007402	0.6607848046059441	1.0	0.04054054054054054
PHF23	0.43815267	0.8546071	0.6612756100199955	1.0	0.04954954954954955
RPL12P33	0.43801725	0.94362444	0.6613737885870267	1.0	0.04054054054054054
PRKAB1	0.43801725	0.94362444	0.6613737885870267	1.0	0.04054054054054054
LRRK1	0.43801725	0.982766	0.6613737885870267	1.0	0.04054054054054054
CDK19	0.43747547	0.8645414	0.6617665610873777	1.0	0.04054054054054054
CNFN	0.4369337	0.9465799	0.6621594266893867	1.0	0.04054054054054054
MGRN1	0.43679827	0.89143175	0.6622576576260947	1.0	0.04054054054054054
AC243960.2	0.43679827	0.89143175	0.6622576576260947	1.0	0.04054054054054054
CEBPG	0.43666282	0.81971735	0.6623558943743694	1.0	0.04954954954954955
HSPB11	0.43571472	0.83277136	0.6630437142136165	1.0	0.04954954954954955
DNAJC5	0.4355793	0.80630034	0.6631419974018979	1.0	0.04054054054054054
CBWD1	0.4355793	0.8410348	0.6631419974018979	1.0	0.04054054054054054
ENTPD4	0.4355793	0.8410348	0.6631419974018979	1.0	0.04054054054054054
B3GNT2	0.4353084	0.83733046	0.6633385811722907	1.0	0.04054054054054054
EXOC2	0.43517298	0.79092103	0.6634368817514799	1.0	0.04954954954954955
FCN1	0.4346312	0.8428281	0.66383014199408	1.0	0.05855855855855856
PPP6R2	0.43436033	0.7923134	0.6640268068504114	1.0	0.04054054054054054
PRR14	0.43436033	0.7923134	0.6640268068504114	1.0	0.04054054054054054
UQCC2	0.43436033	0.7923134	0.6640268068504114	1.0	0.04054054054054054
AL590609.2	0.433954	2.176017	0.6643218475207744	1.0	0.02702702702702703
SAMD3	0.433954	2.033198	0.6643218475207744	1.0	0.02702702702702703
TUSC2	0.433954	0.79998285	0.6643218475207744	1.0	0.04954954954954955
GOPC	0.433954	0.79998285	0.6643218475207744	1.0	0.04954954954954955
ZNF236	0.433954	2.176017	0.6643218475207744	1.0	0.02702702702702703
MTCO1P2	0.433954	0.32796046	0.6643218475207744	1.0	0.12612612612612611
VPS26B	0.433954	2.033198	0.6643218475207744	1.0	0.02702702702702703
YTHDF1	0.43354768	0.8006152	0.6646169402190383	1.0	0.04954954954954955
HAUS1	0.43341222	0.7488936	0.664715316006713	1.0	0.04954954954954955
NFIC	0.4332768	2.041416	0.6648136975694052	1.0	0.02702702702702703
NCAPH2	0.4332768	1.9807196	0.6648136975694052	1.0	0.02702702702702703
LST1	0.4332768	0.854804	0.6648136975694052	1.0	0.05855855855855856
SPOUT1	0.43314135	1.9090931	0.6649120849056493	1.0	0.02702702702702703
KDM4A	0.43314135	1.9090931	0.6649120849056493	1.0	0.02702702702702703
GTF2H3	0.43314135	1.9090931	0.6649120849056493	1.0	0.02702702702702703
IFT80	0.43314135	1.9090931	0.6649120849056493	1.0	0.02702702702702703
FKTN	0.43314135	1.8985972	0.6649120849056493	1.0	0.02702702702702703
FRG1JP	0.43314135	1.9090931	0.6649120849056493	1.0	0.02702702702702703
ZNF428	0.43314135	1.9090931	0.6649120849056493	1.0	0.02702702702702703
TMEM107	0.43314135	1.9090931	0.6649120849056493	1.0	0.02702702702702703
MLKL	0.43314135	1.8985972	0.6649120849056493	1.0	0.02702702702702703
ST6GALNAC6	0.43314135	1.9090931	0.6649120849056493	1.0	0.02702702702702703
FAN1	0.43314135	1.9090931	0.6649120849056493	1.0	0.02702702702702703
PPP3CB-AS1	0.43314135	1.9090931	0.6649120849056493	1.0	0.02702702702702703
KLF16	0.43314135	1.9090931	0.6649120849056493	1.0	0.02702702702702703
RPF2	0.43287048	0.6888268	0.6651088768929283	1.0	0.04954954954954955
AC116347.1	0.4323287	1.7735586	0.6655025300855785	1.0	0.02702702702702703
RRP9	0.4323287	1.7735586	0.6655025300855785	1.0	0.02702702702702703
WNT16	0.4323287	1.7735586	0.6655025300855785	1.0	0.02702702702702703
MUM1	0.4323287	1.7735586	0.6655025300855785	1.0	0.02702702702702703
PRUNE1	0.4323287	1.7735586	0.6655025300855785	1.0	0.02702702702702703
RDH13	0.4323287	1.7735586	0.6655025300855785	1.0	0.02702702702702703
PDIK1L	0.4323287	1.7735586	0.6655025300855785	1.0	0.02702702702702703
RBL1	0.4323287	1.7744921	0.6655025300855785	1.0	0.02702702702702703
RPL36AP13	0.4323287	1.7735586	0.6655025300855785	1.0	0.02702702702702703
ZBTB3	0.4323287	1.7735586	0.6655025300855785	1.0	0.02702702702702703
SRGAP2C	0.4323287	1.7735586	0.6655025300855785	1.0	0.02702702702702703
AKAP1	0.4323287	1.7744921	0.6655025300855785	1.0	0.02702702702702703
DCAF15	0.4323287	1.7735586	0.6655025300855785	1.0	0.02702702702702703
MT-TL2	0.4323287	1.7744921	0.6655025300855785	1.0	0.02702702702702703
AC139530.2	0.4323287	1.7735586	0.6655025300855785	1.0	0.02702702702702703
PXN	0.4323287	1.7735586	0.6655025300855785	1.0	0.02702702702702703
PGM2L1	0.43205783	1.6939665	0.66569939126747	1.0	0.02702702702702703
LRCH3	0.43192238	0.7131586	0.6657978304996689	1.0	0.04954954954954955
PEX11B	0.43192238	0.7131586	0.6657978304996689	1.0	0.04954954954954955
TTC31	0.43151605	1.5505025	0.6660931827436514	1.0	0.02702702702702703
HSPE1P2	0.43151605	1.6389576	0.6660931827436514	1.0	0.02702702702702703
NIPAL2	0.43151605	1.6389576	0.6660931827436514	1.0	0.02702702702702703
SEC63P1	0.43151605	1.6389576	0.6660931827436514	1.0	0.02702702702702703
CRYL1	0.43151605	1.6389576	0.6660931827436514	1.0	0.02702702702702703
MAFK	0.43151605	1.6389576	0.6660931827436514	1.0	0.02702702702702703
BRF1	0.43151605	1.6389576	0.6660931827436514	1.0	0.02702702702702703
EMC10	0.43124518	0.59516865	0.6662901130144333	1.0	0.06756756756756757
FAM133B	0.43056795	0.68185514	0.6667825393173972	1.0	0.04954954954954955
PAXBP1	0.43056795	1.418898	0.6667825393173972	1.0	0.036036036036036036
EED	0.43043253	0.67826885	0.666881041816394	1.0	0.04954954954954955
SLK	0.43029708	0.6473752	0.6669795500580915	1.0	0.04954954954954955
EEF1DP5	0.42961988	1.272548	0.6674721773555434	1.0	0.036036036036036036
RFX7	0.42961988	1.1357527	0.6674721773555434	1.0	0.04504504504504504
CASP8AP2	0.42948443	0.74462026	0.6675707200225138	1.0	0.04954954954954955
KDM6A	0.42853636	1.2859807	0.6682606791155731	1.0	0.036036036036036036
SMIM27	0.42853636	1.2086604	0.6682606791155731	1.0	0.036036036036036036
PLEKHG1	0.42826545	0.3638771	0.6684578618056988	1.0	0.06306306306306306
PSMC3	0.42813003	0.5558416	0.6685564617301605	1.0	0.05855855855855856
IDH1	0.42785913	1.2451786	0.6687536787304963	1.0	0.036036036036036036
ZNF160	0.4274528	1.1703268	0.6690495470873652	1.0	0.036036036036036036
ANAPC13	0.42731738	0.56585115	0.6691481812954393	1.0	0.04954954954954955
MRPS9	0.42731738	0.57793	0.6691481812954393	1.0	0.04954954954954955
DENR	0.42691106	0.28766933	0.6694441181663109	1.0	0.1036036036036036
GAR1	0.42691106	1.1812909	0.6694441181663109	1.0	0.036036036036036036
CRIPT	0.4267756	1.1122386	0.6695427752005527	1.0	0.036036036036036036
POLK	0.4267756	1.1122386	0.6695427752005527	1.0	0.036036036036036036
ERAL1	0.4267756	1.1122386	0.6695427752005527	1.0	0.036036036036036036
COPS7A	0.42664015	1.0685467	0.6696414379376374	1.0	0.036036036036036036
ZNF275	0.42636928	1.0887005	0.6698387805144124	1.0	0.036036036036036036
AC098591.2	0.4260984	1.0729914	0.6700361458847893	1.0	0.036036036036036036
ATXN7L3	0.4260984	1.0729914	0.6700361458847893	1.0	0.036036036036036036
PEX16	0.4260984	1.0729914	0.6700361458847893	1.0	0.036036036036036036
SDHAF1	0.4260984	1.0729914	0.6700361458847893	1.0	0.036036036036036036
WRNIP1	0.4258275	0.5681098	0.6702335340369173	1.0	0.04954954954954955
MED21	0.42569208	1.0510284	0.6703322366524331	1.0	0.036036036036036036
AMMECR1	0.42569208	1.0510284	0.6703322366524331	1.0	0.036036036036036036
GPX7	0.42555663	0.97739136	0.6704309449589404	1.0	0.036036036036036036
BSDC1	0.42555663	1.0091031	0.6704309449589404	1.0	0.036036036036036036
PCED1B	0.4254212	0.8537679	0.6705296589549564	1.0	0.05405405405405406
ABI3	0.42528576	0.9891462	0.670628378638998	1.0	0.04504504504504504
DNAJC9	0.42528576	0.935572	0.670628378638998	1.0	0.04504504504504504
ZNF511	0.42528576	0.92774415	0.670628378638998	1.0	0.04504504504504504
TMEM69	0.42528576	0.92774415	0.670628378638998	1.0	0.04504504504504504
CTSO	0.42501488	1.0091037	0.6708258350652252	1.0	0.036036036036036036
PDXP	0.42501488	1.0091037	0.6708258350652252	1.0	0.036036036036036036
CC2D1B	0.42501488	1.0091037	0.6708258350652252	1.0	0.036036036036036036
TRAF3IP2	0.42501488	0.9654116	0.6708258350652252	1.0	0.036036036036036036
OXR1	0.42501488	1.0091037	0.6708258350652252	1.0	0.036036036036036036
SMG9	0.42501488	1.0091037	0.6708258350652252	1.0	0.036036036036036036
TMEM134	0.42474398	0.69951594	0.6710233142257516	1.0	0.06306306306306306
GPD2	0.42460856	0.9922788	0.6711220623276666	1.0	0.036036036036036036
SMG7	0.42433766	0.532011	0.6713195755673758	1.0	0.06756756756756757
MDM4	0.42433766	0.49426687	0.6713195755673758	1.0	0.07657657657657657
NRBF2	0.42433766	0.5116049	0.6713195755673758	1.0	0.04954954954954955
HLTF	0.42420223	0.9778394	0.6714183407021996	1.0	0.036036036036036036
GFM1	0.42406678	1.0048507	0.6715171115116889	1.0	0.036036036036036036
TOR1A	0.42393133	0.89359206	0.6716158879943577	1.0	0.04504504504504504
YEATS4	0.42393133	0.89359206	0.6716158879943577	1.0	0.04504504504504504
RIC8A	0.42393133	0.89359206	0.6716158879943577	1.0	0.04504504504504504
AC046185.3	0.42393133	0.8880316	0.6716158879943577	1.0	0.04504504504504504
ZDHHC14	0.42338958	0.89700764	0.6720110506270984	1.0	0.036036036036036036
UBA5	0.42311868	0.9580733	0.6722086659438894	1.0	0.04504504504504504
ZCCHC8	0.42311868	0.90036255	0.6722086659438894	1.0	0.04504504504504504
SLFN5	0.42298326	0.60564166	0.6723074820971833	1.0	0.06756756756756757
CHSY1	0.4228478	0.8891438	0.6724063039117587	1.0	0.036036036036036036
ABCB7	0.42257693	0.8527776	0.6726039645187987	1.0	0.04504504504504504
STX12	0.42230603	0.824491	0.6728016477530973	1.0	0.04504504504504504
NDC80	0.42162883	3.024916	0.6732959547548838	1.0	0.02252252252252252
ZNF619	0.4212225	2.9110837	0.6735926067244692	1.0	0.02252252252252252
ZNF324	0.4212225	2.8162236	0.6735926067244692	1.0	0.02252252252252252
AC010969.2	0.4212225	2.8162236	0.6735926067244692	1.0	0.02252252252252252
CCR9	0.4212225	3.117311	0.6735926067244692	1.0	0.02252252252252252
PHTF1	0.4212225	2.9110837	0.6735926067244692	1.0	0.02252252252252252
RNF144A	0.4212225	2.8162236	0.6735926067244692	1.0	0.02252252252252252
RNASEH1-AS1	0.42081618	2.6711967	0.6738893094712151	1.0	0.02252252252252252
COL18A1	0.42081618	2.6711967	0.6738893094712151	1.0	0.02252252252252252
ARSA	0.42081618	2.6711967	0.6738893094712151	1.0	0.02252252252252252
IGKV4-1	0.42081618	2.6711967	0.6738893094712151	1.0	0.02252252252252252
AC098614.1	0.42081618	2.6711967	0.6738893094712151	1.0	0.02252252252252252
IRS2	0.42081618	2.6711967	0.6738893094712151	1.0	0.02252252252252252
PMM1	0.42081618	2.6711967	0.6738893094712151	1.0	0.02252252252252252
ZNF845	0.42081618	2.6711967	0.6738893094712151	1.0	0.02252252252252252
COQ6	0.42081618	2.6711967	0.6738893094712151	1.0	0.02252252252252252
AL355310.1	0.42081618	2.6711967	0.6738893094712151	1.0	0.02252252252252252
IGLV3-7	0.42081618	2.7755492	0.6738893094712151	1.0	0.02252252252252252
