names	scores	logfoldchanges	pvals	pvals_adj
PABPC1	6.707722	1.2787751	1.976856045549995e-11	4.0394088006745825e-07
MT-RNR2	6.3931036	0.21948846	1.6255181420480413e-10	2.21433499703591e-06
MT-RNR1	6.1116033	0.45604625	9.863529496312116e-10	1.007732149814468e-05
AC134669.2	5.3241367	1.1825997	1.0143358006734205e-07	0.0008290572233224135
RPL27	5.2498517	0.886741	1.522216116738973e-07	0.0010368067673795268
MT-ND4L	5.1938505	1.0074251	2.059884232885434e-07	0.001113537240167099
RPLP1	5.1805115	0.4744514	2.2127822779933979e-07	0.001113537240167099
RPS18	5.0886326	0.4470612	3.606541496181167e-07	0.0014738853132443576
SYVN1	5.0636797	1.0807841	4.1124076057840897e-07	0.0015278341965961671
RPS14	5.029757	0.633792	4.911022634158751e-07	0.0016724896832513805
RPS6	4.9751353	0.428656	6.520199461080331e-07	0.002049699933661307
HSP90AA1	4.8899264	1.0870787	1.008737004635448e-06	0.002944575369174061
MALAT1	4.8276005	1.0128375	1.3818786852102322e-06	0.0037026392720051044
RPS12	4.818056	0.56950235	1.4496348729312568e-06	0.0037026392720051044
BANK1	4.748371	1.0567212	2.0506158502383013e-06	0.004929559879511098
EZR	4.61774	1.1516091	3.879419908597164e-06	0.007927012670232015
RPS8	4.602216	0.39126915	4.180193409855203e-06	0.008098955258449147
TOMM7	4.5933614	0.96924925	4.361623080669037e-06	0.008098955258449147
SNORD35A	4.584162	1.0124645	4.558102404001527e-06	0.008098955258449147
HSPA8	4.5658784	1.0128299	4.974068594911609e-06	0.008469802552843863
IKZF1	4.5506997	1.2867765	5.346785925780591e-06	0.008740284017155016
NAP1L1	4.4340973	0.978571	9.24587905197365e-06	0.014532743816038737
CTSS	4.3293395	1.1038187	1.4955714004571496e-05	0.022636857934252717
RPS13P2	4.2617245	0.96335876	2.028556697641138e-05	0.02960750948660728
LYN	4.2275715	1.2121286	2.3622705264114516e-05	0.033185541667366994
RPS3	4.218947	0.62090427	2.454457904293043e-05	0.033185541667366994
GNAI2	4.209403	1.0050108	2.5604655881214405e-05	0.033185541667366994
HINT1	4.206068	1.0131457	2.5985204036404528e-05	0.033185541667366994
MTRNR2L12	4.1399474	0.9280125	3.473852497706764e-05	0.04301997879508556
RPS2	4.1243086	0.6782663	3.718500439628667e-05	0.044695281607736684
RPL35	4.075322	0.853974	4.595072895015385e-05	0.05365338400016964
EIF3H	4.0512886	0.972714	5.093633606221015e-05	0.05782264571817618
ANKRD12	3.972174	1.4997783	7.121966902097356e-05	0.07866308686162504
NACA3P	3.9555001	0.9035806	7.63747075794449e-05	0.08185976393633733
SNORA62	3.9500954	0.91566974	7.812001843827919e-05	0.08185976393633733
RPS7	3.9331915	0.8049021	8.382535041615717e-05	0.08564226488642739
SNORD100	3.9219224	0.50651383	8.784527939254765e-05	0.08756031787646938
ARPC2	3.913298	0.8656581	9.104406180783269e-05	0.08858803985477855
PTPN6	3.8499374	0.8989235	0.00011814805156904523	0.11228735868539934
LUZP6	3.838783	0.9686285	0.0001236455999693271	0.11484147122605659
RPL11	3.8167045	0.4403939	0.00013524593187244166	0.12282434439624608
YWHAZ	3.8014107	0.8657441	0.00014387462760508498	0.12626700120186699
IKZF3	3.799111	0.9913263	0.00014521616601384364	0.12626700120186699
RPL5	3.7868066	0.73404735	0.00015259575475956913	0.12991938978665232
TPT1	3.7727776	0.58622175	0.00016144018875974167	0.13464441212335432
SNORD18B	3.7589786	0.86790776	0.00017060847219716848	0.1394451286656337
RNASET2	3.7467895	1.0336752	0.00017911236186833658	0.1435251939700649
CALM2	3.723791	0.92860186	0.00019625346187248147	0.1542363505065904
ADD3	3.7111418	1.105701	0.00020632647904301912	0.15909328715190685
AP002990.1	3.6933181	0.8263548	0.00022134693064297943	0.16064757333304375
SNORA52	3.6933181	0.5727768	0.00022134693064297943	0.16064757333304375
AL161909.1	3.6907883	0.90286654	0.00022356024327249653	0.16064757333304375
EEF2	3.6902132	0.8349749	0.0002240661580244083	0.16064757333304375
CD53	3.6822789	0.8485347	0.00023115844107646027	0.16271257298406516
HIST1H4C	3.677794	0.8391419	0.00023525976847438087	0.16271257298406516
PTGES3	3.6738844	1.364404	0.00023889089923517532	0.16271257298406516
RIPOR2	3.651116	0.84932685	0.00026110337594963237	0.17492642073661682
SNX2	3.6319122	0.92593646	0.00028132884110091495	0.17843821773643787
DDX17	3.6299574	1.0815706	0.00028346806730748434	0.17843821773643787
RPL36	3.6274276	0.71487945	0.00028625910621151297	0.17843821773643787
TPM3	3.6270826	0.8726419	0.00028664169114613394	0.17843821773643787
HLA-C	3.6257026	0.8497325	0.0002881768265496586	0.17843821773643787
CD79B	3.621563	0.80965084	0.0002928285739169009	0.17861231836211924
AC073861.1	3.6079938	0.64567393	0.0003085738186552	0.18544832716150084
MKNK2	3.574876	1.1655158	0.0003503937951376587	0.20670517957081208
ATP5G2	3.5721164	0.85096127	0.0003541081039423304	0.20670517957081208
RPL10P9	3.5684366	0.82330817	0.00035911781509598593	0.20670517957081208
YBX1	3.5522227	0.7986198	0.00038199149595567067	0.2146899122912718
CDC42SE2	3.5511878	1.1840566	0.0003834967968596383	0.2146899122912718
FAU	3.5423334	0.73774564	0.0003966039841221831	0.2190272299881251
PNRC1	3.51876	0.83704805	0.00043356886318760603	0.23445731259544839
RPL29	3.517265	0.7632728	0.00043601819945809765	0.23445731259544839
RPL18AP3	3.504271	0.84525687	0.00045785931387658246	0.24300437117135448
NACA	3.489552	0.86671495	0.00048383106486752986	0.2534964631787352
ARPC3	3.4817324	0.8293445	0.000498181179680783	0.25547490286238766
SEPT6	3.4806976	1.0271636	0.0005001099231407006	0.25547490286238766
RPL4	3.4519496	0.6974589	0.0005565519157810312	0.28079761903979505
RPS25	3.4383805	0.5093785	0.0005852049632172942	0.29165330770489223
SCAF11	3.427226	1.1228098	0.0006097809599046974	0.3002399817882562
PNRC2	3.4118173	1.0618392	0.0006453136749617489	0.31395278517454517
MIR3648-1	3.4072175	0.75025064	0.0006562879839597763	0.315535541652755
SLC25A5	3.403308	1.0482093	0.0006657523414898145	0.3163639644147006
FBL	3.3958333	0.96119076	0.0006842001283634666	0.31975982794687036
BTF3	3.3915787	0.77763	0.0006949122754104471	0.31975982794687036
CD52	3.3783545	0.70623296	0.0007292100886118801	0.33111809657001895
HSP90AB1	3.3739848	0.76878154	0.0007408845797811149	0.33272230903203104
EIF3L	3.369385	0.83608395	0.0007533608868692956	0.33464781917051634
SNORD49A	3.357771	0.83668	0.000785737052094506	0.34527651728974385
RALGPS2	3.3298278	0.8226158	0.0008689970403973053	0.3755259591236999
GDI2	3.328563	0.7859273	0.0008729528988365061	0.3755259591236999
RPL5P17	3.3248832	0.8017047	0.0008845559846894319	0.37655363985732304
PTP4A2	3.3197086	0.77743536	0.000901114847108817	0.37964804594635077
ATP5E	3.314879	0.75133175	0.0009168285518520267	0.3815905244684798
RPL27A	3.312579	0.42306608	0.0009244001742819268	0.3815905244684798
NME2	3.2855558	0.93082565	0.0010178136740662275	0.4159499141806452
WASF2	3.2649722	1.1351173	0.001094748050958097	0.4429610752327184
MT-ND6	3.236339	1.0081884	0.0012107342166298145	0.48445959721146603
ARHGAP25	3.2339244	1.1836959	0.0012210178998404825	0.48445959721146603
EIF4A2	3.22645	0.83002454	0.001253361862835403	0.49251095431244635
MT-ATP8	3.2158706	0.7455765	0.0013004946199568217	0.5061648917502422
AC026366.1	3.212421	0.6548127	0.001316214218426755	0.5074502496645867
MPEG1	3.2087412	1.0966396	0.0013331749147059203	0.5091856003671668
TMA7	3.2042563	0.78791535	0.0013541183432554467	0.5123958734612994
RPS13	3.1922972	0.6093475	0.0014114602224449316	0.5291939900060277
SNORD55	3.1799932	0.74473786	0.0014727859071452646	0.5432528322170235
SP110	3.1767733	0.8765128	0.001489234193123008	0.5432528322170235
RPL24P4	3.1753933	0.77442425	0.001496335134351525	0.5432528322170235
RPS28P7	3.1725185	0.81445044	0.0015112290579088869	0.5432528322170235
RPL7AP6	3.1717136	0.767901	0.0015154237617818944	0.5432528322170235
PKM	3.1619394	1.1109926	0.0015672224543832125	0.5569363482024239
PCBP1	3.1403208	0.76670706	0.0016876295219829536	0.59248846197997
PLAC8	3.138826	0.75691694	0.0016962622666615236	0.59248846197997
CHCHD2	3.1285915	0.8946462	0.0017564628666034488	0.6012280906299814
CFL1	3.1283615	0.73600924	0.0017578379810759155	0.6012280906299814
RPL36AL	3.1270967	0.721702	0.0017654188189883714	0.6012280906299814
NSA2	3.1160574	0.80197257	0.0018328659189060703	0.6190391033713585
ANP32B	3.1037533	0.82785404	0.0019108262822542478	0.6377081408717162
HMGN1	3.0989237	0.849008	0.0019422511830112738	0.6377081408717162
SRSF3	3.0982337	1.0285485	0.0019467789892289565	0.6377081408717162
MTRNR2L8	3.0976586	0.828556	0.0019505595617237508	0.6377081408717162
HMGB1	3.0831697	0.846073	0.0020480836534078712	0.6642780528874561
CNBP	3.0659208	0.75093657	0.002170007718778534	0.6803518706511835
NOP53	3.0648859	0.7353659	0.002177530595709251	0.6803518706511835
AC136632.1	3.064771	0.7313237	0.002178367944993419	0.6803518706511835
AC010343.1	3.064771	0.7260342	0.002178367944993419	0.6803518706511835
ACTR2	3.064426	0.70366323	0.0021808817641447878	0.6803518706511835
SNORD68	3.0604012	0.70256233	0.0022104067788733433	0.684338589638007
EEF1A1	3.0530417	0.72524935	0.002265344569030744	0.6960739586660105
SEPT7	3.047292	0.9015436	0.0023091320497522585	0.6992845163235388
GAS5	3.047177	0.7463796	0.0023100156533065247	0.6992845163235388
EEF1D	3.0385528	0.6812422	0.002377175320689843	0.7137241350191386
STK17B	3.0365977	0.77800596	0.0023926445909320964	0.7137241350191386
SWAP70	3.0305033	0.6935599	0.002441465698535742	0.723009990594639
MT-TQ	3.0016403	0.9104034	0.0026852934877049195	0.7847450112264397
COX7C	3.0012953	0.7321702	0.00268833781710675	0.7847450112264397
AL928654.4	2.9943957	0.794342	0.002749890549102709	0.7970196955331944
ARL6IP5	2.988531	0.81809044	0.002803219691091552	0.8067547825059047
RPS2P7	2.9795618	0.7533261	0.0028866107749111916	0.8199011720706605
RPS15A	2.9785268	0.47845176	0.002896377147960261	0.8199011720706605
AL033519.2	2.9771469	0.7754082	0.0029094458959513752	0.8199011720706605
ARID4B	2.975077	1.3967593	0.0029291499528303136	0.8199011720706605
IL16	2.9674876	0.83162314	0.0030024445497692526	0.8347000096287078
ACTB	2.9577131	0.5383524	0.0030993033537563314	0.8419370295280697
SNORD21	2.9567933	0.7554967	0.0031085646221818202	0.8419370295280697
ARPC1B	2.9567933	1.017141	0.0031085646221818202	0.8419370295280697
PTMA	2.9565632	0.7497891	0.0031108838784040553	0.8419370295280697
PTPRC	2.9504688	0.66706234	0.003172921938325748	0.8503455818560518
DAZAP2	2.9494338	0.7800436	0.003183568013898156	0.8503455818560518
TAPBP	2.9414992	0.73109263	0.0032662757071647967	0.8667720086019723
AC004453.1	2.9364398	0.6858921	0.0033200340850603176	0.8753537609945806
RCSD1	2.931495	0.803254	0.0033733480492656952	0.8819364723928572
BPTF	2.9298851	0.9110583	0.0033908735783689053	0.8819364723928572
TLR10	2.9281602	1.625878	0.00340974288883626	0.8819364723928572
RPL28	2.9218357	0.5108714	0.003479751053090302	0.8933983277113444
AC125807.1	2.9202259	0.67884713	0.003497778952059488	0.8933983277113444
SSR2	2.902172	0.98198146	0.0037058501708450474	0.9340205356824601
PIK3AP1	2.8996422	0.9157104	0.0037358888555366104	0.9340205356824601
ANAPC16	2.8994122	0.853726	0.00373863059026716	0.9340205356824601
AL590867.2	2.8986073	0.7506134	0.0037482410710823763	0.9340205356824601
GPSM3	2.8945825	0.8124663	0.003796631143149284	0.9403449995580714
SLC25A3	2.8921676	0.8747695	0.0038259369905239825	0.9418949818779735
AC016739.1	2.8819335	0.7240308	0.003952432975240246	0.9672100502942702
ACTG1	2.8798635	0.76121676	0.003978473596857688	0.9677873838260902
LSP1	2.856405	0.93615097	0.0042846804912827436	1.0
PABPC3	2.8551402	1.3608174	0.004301783417318008	1.0
PCBP2	2.8473208	0.6556867	0.0044088917553780525	1.0
AC026403.1	2.845021	0.66770923	0.004440851024083087	1.0
MOB1A	2.841916	0.73063445	0.004484329052345868	1.0
IFI30	2.8369715	0.72786194	0.004554368554009669	1.0
BCL11A	2.8263922	0.77415454	0.0047075591608877415	1.0
RPL5P4	2.8238623	0.6984366	0.004744876007566644	1.0
SCIMP	2.8217924	1.1542642	0.004775606895481423	1.0
ST13	2.8204126	0.9442709	0.0047961941058543255	1.0
PTMAP4	2.8199525	0.6487689	0.004803074335719021	1.0
UBB	2.8197227	0.7015337	0.004806517798792924	1.0
IFITM2	2.8182278	0.6411211	0.004828954813851841	1.0
HLA-B	2.8147779	0.5619412	0.004881094649298739	1.0
IFI16	2.8022437	0.7931238	0.0050748504931180305	1.0
MBNL1	2.7941945	0.727826	0.005202919752624708	1.0
AC091153.1	2.7933893	0.76549834	0.005215885957256431	1.0
COTL1	2.7912045	0.71390605	0.005251227235766492	1.0
ATP5L	2.7835002	0.63398725	0.005377584764215622	1.0
GAPDH	2.7832701	0.65645087	0.005381398477943866	1.0
CORO1B	2.7749906	0.6301805	0.005520329146024882	1.0
LTB	2.7691262	0.6577788	0.005620688166250947	1.0
RPL35P5	2.7575119	0.86636746	0.005824309998244007	1.0
RPL18A	2.7572818	0.7038597	0.0058284084160382275	1.0
FCRLA	2.7515323	0.6903467	0.005931717515823797	1.0
UQCRB	2.7491174	0.6750247	0.00597559727666715	1.0
RPL19	2.738423	0.3309525	0.0061734584070390905	1.0
NPM1	2.738078	0.7196349	0.006179938121776574	1.0
GABARAP	2.7342834	0.79144704	0.006251620236466549	1.0
TSPAN3	2.7297988	0.80308676	0.006337299885237699	1.0
CD81	2.7288787	0.7203364	0.00635500527711281	1.0
MYL12A	2.7228992	0.64248234	0.006471179428986784	1.0
FAM107B	2.7174945	0.8277281	0.006577823018001151	1.0
RPS7P10	2.7136998	0.66504014	0.0066536420846604995	1.0
AC008021.1	2.7097902	0.67966545	0.006732579607536032	1.0
TMBIM4	2.7047305	1.1029719	0.006835983209222076	1.0
GNB1	2.695761	1.1371405	0.007022801952212398	1.0
CIB1	2.683802	1.108833	0.007279022449170013	1.0
RAB7A	2.6783972	1.0585856	0.0073975422705946986	1.0
HNRNPDL	2.667703	0.7861157	0.007637173893955753	1.0
CSDE1	2.6608036	0.68717444	0.007795444550607655	1.0
AL049873.1	2.6598835	0.64224	0.00781676785459941	1.0
MTRNR2L1	2.6589637	1.0278771	0.00783814339902033	1.0
ATP6V0E1	2.6349301	0.9239596	0.008415458018152055	1.0
SNX3	2.6347003	0.64864826	0.008421161598370861	1.0
COMMD6	2.6343553	0.6651356	0.008429723451271397	1.0
RPL23AP65	2.6340103	0.63135374	0.00843829308863966	1.0
GAPT	2.6322854	0.7577487	0.008481258254615352	1.0
RPS4X	2.6322854	0.39322615	0.008481258254615352	1.0
SNORD83A	2.6313655	0.73281056	0.008504252908149552	1.0
AC099340.1	2.625156	1.1263108	0.008660930319236516	1.0
SARAF	2.6242359	0.6705228	0.008684359913906415	1.0
PLEK	2.6176815	0.8444199	0.008852941888275732	1.0
AL136454.1	2.6127367	0.86426157	0.008982046029030586	1.0
KLF2	2.6121619	0.60002774	0.008997166733717405	1.0
NSD3	2.605837	1.064082	0.009165000873955696	1.0
SNORA31	2.6051474	0.28332525	0.009183478068474114	1.0
RPL15P18	2.6049173	0.80534256	0.009189644517755075	1.0
HNRNPA2B1	2.6041124	0.60340583	0.009211256203633464	1.0
LY86	2.6002026	0.94629866	0.009316873803492262	1.0
WAC	2.594913	0.9509216	0.009461487705813109	1.0
RPS28	2.5919232	0.6542752	0.00954410860034599	1.0
RPL4P2	2.5878985	0.84743667	0.009656344790889877	1.0
LIMD2	2.5847936	0.7677605	0.009743729365972831	1.0
TMBIM6	2.5715694	0.60384446	0.010123867862180546	1.0
SYK	2.5706496	0.7045004	0.010150797085168245	1.0
DEK	2.5690398	0.7723169	0.010198076721457623	1.0
ENO1	2.5682347	0.8534529	0.010221789976885944	1.0
ZC3H11A	2.565015	1.4349134	0.010317134588722998	1.0
AC109327.2	2.5621402	0.7068256	0.010402931692780447	1.0
MTDH	2.5620253	0.64351016	0.010406376743692323	1.0
EEF1G	2.5568507	2.1744068	0.01056245852536578	1.0
ETS1	2.5536308	0.59465784	0.0106606237501763	1.0
PTMAP5	2.5525959	0.7121194	0.010692348705086408	1.0
AC127070.1	2.550526	0.66530764	0.010756050563927633	1.0
ZFP36	2.5463862	0.9874566	0.010884467348018732	1.0
AC011447.1	2.5378768	0.59235513	0.011152722261197567	1.0
CAPZA1	2.5315523	0.68487877	0.01135588875680746	1.0
H3F3AP6	2.5285625	0.5866598	0.011453069825357121	1.0
SET	2.5264926	0.5770156	0.011520780747813377	1.0
ARF1	2.523043	0.9609434	0.011634421993859395	1.0
TMSB4X	2.5167184	0.4230351	0.011845349730606417	1.0
SAP18	2.5124636	0.8488381	0.011989147896382597	1.0
EEF1A1P5	2.5108538	0.24277662	0.012043960266502098	1.0
KPNB1	2.5099337	1.0663553	0.012075381250747266	1.0
RPL12	2.504069	0.53002036	0.012277403454634713	1.0
CCDC50	2.5032642	1.1304059	0.012305364419218014	1.0
WIPF1	2.5026894	0.6609273	0.012325371060514595	1.0
ROCK1	2.5010793	1.114387	0.012381543032574853	1.0
MTCO3P12	2.4930298	0.97989297	0.012665817727654943	1.0
LBH	2.4909601	0.642755	0.012739844421322567	1.0
AC079250.1	2.490385	0.58452916	0.012760475231821061	1.0
NONO	2.4869354	1.1835647	0.01288488213844864	1.0
PSMB4	2.4842906	1.0068196	0.012980986288341951	1.0
JAK1	2.4814157	0.6084435	0.013086165996299538	1.0
HCLS1	2.477046	0.7382066	0.013247482775412031	1.0
MOB3A	2.476126	1.0972053	0.013281667370037553	1.0
CCNI	2.4730213	0.59060913	0.013397616789718477	1.0
Z74021.1	2.4722164	1.0592211	0.01342782340570326	1.0
RPL31P2	2.4718714	0.753844	0.01344078751211054	1.0
CYFIP2	2.4708364	0.7656478	0.013479746221056306	1.0
MIR6850	2.4702616	0.6373178	0.013501433036614248	1.0
AC245033.1	2.4688816	0.6695845	0.013553607224552924	1.0
MCL1	2.4685366	0.6945223	0.013566678572254924	1.0
AC104563.1	2.4661217	0.8260821	0.013658490262155223	1.0
EIF4B	2.4646268	0.58375376	0.013715600715773976	1.0
ADAR	2.4646268	0.9138441	0.013715600715773976	1.0
RSL1D1	2.4508278	0.7054857	0.014252812554961782	1.0
RHOG	2.4501379	1.5154157	0.014280153875136824	1.0
PLEKHA2	2.448413	0.62382466	0.014348709701513269	1.0
RPL10P16	2.448068	0.6258076	0.014362455650768885	1.0
RPL24	2.4432383	0.6671428	0.014556122104779136	1.0
SKAP2	2.4396737	1.0975131	0.014700539670028549	1.0
RPL7AP30	2.4369137	0.6985361	0.014813212691447001	1.0
PIP4K2A	2.434154	1.2225618	0.014926646040013728	1.0
ATM	2.4286344	0.9452596	0.01515581077944279	1.0
KRTCAP2	2.4271395	0.9418348	0.015218407011216583	1.0
TPP1	2.4263344	0.6692741	0.015252206874819206	1.0
MAP3K1	2.4259894	0.82928675	0.015266712752319634	1.0
SNRPD2	2.4250696	0.5839299	0.015305454491703419	1.0
CALM1	2.4249547	0.56406623	0.015310303289691428	1.0
MORF4L1	2.4218497	0.8963196	0.015441733023401762	1.0
PARP1	2.4162152	0.6503453	0.015682791671081626	1.0
LRMP	2.4101205	1.2328217	0.015947249652469454	1.0
EIF5	2.401956	0.7538538	0.016307664411150936	1.0
XRCC6	2.3966665	0.9049534	0.01654497555700511	1.0
SMC6	2.3965516	1.1231179	0.016550168004876725	1.0
TSC22D3	2.3964365	0.6825975	0.016555361883904277	1.0
RPS21	2.3844774	0.4423416	0.017103402518049447	1.0
RPL36AP21	2.3799927	1.0401425	0.017312984795859843	1.0
RPL26	2.376083	0.33612105	0.017497531812328587	1.0
LYZ	2.3713682	0.8158627	0.017722365828272985	1.0
NAPSB	2.3659635	0.97188836	0.017983213527433293	1.0
POU2F2	2.3611338	0.5870773	0.018219150640538407	1.0
PFDN5	2.357454	0.5979649	0.01840072710656215	1.0
SPIB	2.3558443	0.5524367	0.018480663610374162	1.0
TRIM38	2.3502097	0.97591436	0.01876283958911799	1.0
PSAP	2.3488297	0.6345568	0.01883251574422867	1.0
ISCU	2.34561	0.6954346	0.018995974137643215	1.0
MIR7-1	2.345265	0.688958	0.019013560898270228	1.0
MARCH1	2.3425052	0.72986937	0.019154768218353792	1.0
RPL7P1	2.330776	0.61619073	0.01976517545461092	1.0
IRF8	2.329051	0.61173815	0.019856359027338562	1.0
SF3B1	2.328936	0.8777681	0.019862450969621054	1.0
UTRN	2.3219216	1.0507586	0.020237158499229035	1.0
P2RX5	2.3216915	0.7384871	0.02024954772024163	1.0
APRT	2.3185868	1.2194107	0.020417451019813893	1.0
GUCD1	2.318127	0.9972073	0.020442428578437033	1.0
ABLIM1	2.315827	0.87191874	0.020567716538116686	1.0
PAIP2	2.3122623	0.7636694	0.020763236173553235	1.0
SESN3	2.3091574	1.1310915	0.020934845607518186	1.0
RPL13	2.3061676	0.24124064	0.021101266065750288	1.0
EIF4A1	2.3049028	0.9484117	0.021172020968629142	1.0
RPL8	2.2954733	0.5805937	0.021706009909202306	1.0
RPL6	2.2944384	0.6399397	0.02176532631810652	1.0
PPP1CA	2.2913337	0.73091376	0.021944122744955212	1.0
COX4I1	2.2885737	0.5666982	0.022104124312146974	1.0
SUMO2	2.284779	0.6879981	0.022325782826270884	1.0
AES	2.283744	0.5034655	0.022386569566140734	1.0
UBE2I	2.2836292	0.82727724	0.022393332522348083	1.0
EEF1B2P3	2.2778795	0.71546775	0.022733752828652257	1.0
FAM129C	2.2769597	0.8094176	0.022788635309206134	1.0
RPL7P9	2.2758098	0.6774437	0.022857400264816776	1.0
TAF7	2.27397	0.99317175	0.022967799155136946	1.0
HNRNPD	2.26937	0.5970355	0.02324582479936875	1.0
NCL	2.2651155	0.6148746	0.02350559531302872	1.0
SLC38A1	2.2632756	0.6040066	0.02361870648730932	1.0
TNIP1	2.2627006	1.0462605	0.023654150450363162	1.0
KIAA0040	2.2599409	0.75693464	0.023824924612702757	1.0
MIR1244-1	2.258446	0.5496673	0.02391787305617064	1.0
ARHGAP15	2.254651	1.1547561	0.024155232802304832	1.0
SH3BGRL3	2.2531562	0.56863475	0.02424929735649778	1.0
SNORA70G	2.2522364	0.88162726	0.024307340925337057	1.0
RPS7P1	2.2515464	0.6715201	0.024350952594368775	1.0
AKNA	2.2512014	0.8206925	0.024372783849227846	1.0
CHCHD10	2.2485566	0.7789203	0.024540721066043034	1.0
SCARNA12	2.244072	1.0093299	0.024827776042972864	1.0
PDCD6IP	2.243382	1.2865777	0.024872195467435246	1.0
AC108161.1	2.240852	2.351304	0.02503565602084507	1.0
PARK7	2.2400472	0.8631069	0.025087860876615777	1.0
ODC1	2.2387822	1.2088227	0.02517008748622243	1.0
TUBB	2.2378623	0.7961979	0.025230035089806747	1.0
RPL36A	2.2376323	0.71800786	0.025245041286004067	1.0
RPL23	2.2361374	0.3958085	0.025342769987731578	1.0
SNORA68	2.2338376	0.6301732	0.025493761120734284	1.0
BTG1	2.2306178	0.6492663	0.025706455974312665	1.0
SERF2	2.2301579	0.53778386	0.02573696589862535	1.0
ATP2B1	2.2240632	1.1113554	0.02614418846873007	1.0
FNBP1	2.2181988	0.63089466	0.026541290182259245	1.0
ICAM3	2.2179687	1.0317246	0.026556968397189233	1.0
ZEB2	2.216359	1.7391409	0.026666940068884967	1.0
MIF	2.213599	0.5354972	0.026856378089976707	1.0
RASSF2	2.213139	1.2633208	0.02688806380052426	1.0
EIF2S3	2.2079644	0.5058236	0.027246757927547893	1.0
H3F3B	2.2056644	0.5276877	0.02740749833725588	1.0
ARHGAP30	2.2045145	0.88676286	0.027488174882250038	1.0
MYL12B	2.2038245	0.56423014	0.02753667907532683	1.0
MIR7111	2.2038245	0.60847735	0.02753667907532683	1.0
HLA-DOA	2.2034798	0.49195576	0.027560958844456935	1.0
EIF3F	2.2010648	0.5558739	0.027731434823824785	1.0
FO393411.1	2.199915	0.66031003	0.027812932950048025	1.0
CAST	2.197845	0.61585486	0.02796015005737463	1.0
CDV3	2.1953151	0.61809105	0.028140993894928596	1.0
C11orf58	2.1945102	0.92222756	0.028198746116595397	1.0
SHISA5	2.1794462	0.9091341	0.029298529619263203	1.0
BTG2	2.1791012	0.6309197	0.029324141790552843	1.0
SRP14	2.1738117	0.5201898	0.029719280490314873	1.0
SNORA7A	2.170017	0.5076543	0.030005562234075876	1.0
AC078817.1	2.168292	0.6065984	0.030136471908721287	1.0
PNISR	2.1664522	0.9081043	0.0302766495981258	1.0
Y_RNA	2.1610475	0.9157802	0.03069166593126743	1.0
ANXA6	2.1604726	0.823282	0.030736102753616667	1.0
SEL1L3	2.1596677	0.6775423	0.030798407108657628	1.0
CTSH	2.153918	1.0533895	0.0312465996373513	1.0
AL121612.1	2.1511583	0.51278096	0.03146371249851933	1.0
FAM49B	2.1506982	0.84256953	0.03150002350047887	1.0
TRMT112	2.1490884	0.80511034	0.031627395206486775	1.0
PDLIM1	2.139774	0.58337027	0.032373034637247645	1.0
AL122020.1	2.1389692	0.9428392	0.03243817390187257	1.0
CIRBP	2.1380491	0.769027	0.03251275623388423	1.0
TAOK3	2.1367843	1.1051831	0.032615546745672255	1.0
ORAI2	2.1347144	0.9021941	0.032784349760606596	1.0
IFT57	2.1327596	0.95356125	0.03294446116277377	1.0
INPP5D	2.1318395	0.8397279	0.03302003903900988	1.0
UQCR11	2.1296546	0.71031773	0.033200131533774976	1.0
AL031729.1	2.12655	0.8656432	0.03345749802962063	1.0
SMARCC1	2.1213753	1.2919004	0.033890235145371386	1.0
LCP1	2.1190755	0.5101316	0.034084093515659046	1.0
APOBEC3C	2.1176956	0.8012633	0.034200862907617244	1.0
METTL7A	2.1157405	0.79847944	0.03436687136403822	1.0
SMCHD1	2.110796	0.6272287	0.03478985128357248	1.0
HLA-DPB1	2.109991	0.6458655	0.03485912755208249	1.0
ANXA11	2.109646	0.90524346	0.03488885342157843	1.0
WDR82	2.108611	1.4873754	0.03497816092921279	1.0
PSMB8	2.108381	0.7885743	0.03499803352618458	1.0
ZCCHC7	2.1044714	1.0578251	0.035337345316053245	1.0
AC113935.1	2.1032064	0.46049783	0.03544772199447539	1.0
CLIC1	2.1020565	0.49936947	0.0355483195671539	1.0
MZT2B	2.1009066	0.7112858	0.03564916059839896	1.0
AL669983.1	2.0919373	0.819312	0.03644412729759985	1.0
APEX1	2.0902123	1.0278032	0.03659872498756396	1.0
AP001931.1	2.0897524	0.7041497	0.03664004527961854	1.0
UBE2D3	2.0858426	0.58414537	0.03699287511879172	1.0
SF3A1	2.0856128	0.88517094	0.03701371961049905	1.0
HSPH1	2.0849228	1.067702	0.03707631310417657	1.0
HSP90B1	2.0842328	0.49902803	0.03713899670329336	1.0
RPS6P25	2.0828528	0.87117755	0.03726463461721167	1.0
ATP5B	2.0794032	0.58583957	0.037580313242166485	1.0
NFE2L2	2.078483	2.0011642	0.03766487751576299	1.0
NIN	2.0753784	0.87304807	0.037951478222263205	1.0
RASSF5	2.0752635	0.89401877	0.037962128586795575	1.0
MARF1	2.0751483	1.1620107	0.0379727814932237	1.0
CNOT6L	2.0733085	0.8971925	0.03814357407409542	1.0
SON	2.0704339	0.54591763	0.038411744982470006	1.0
ATF4	2.0702038	0.7607407	0.038433267718791804	1.0
TCF4	2.065144	0.8206935	0.03890936773080165	1.0
HNRNPUL1	2.0619242	0.7042547	0.039214941661661666	1.0
VPREB3	2.0601995	0.59244514	0.0393794786041027	1.0
