,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
CWC25,0.38192290431134973,0.2663972533607011,0.8984213913278422,0.29651704192725564,0.7668352542557495,0.9999414166694955
CYP4V2,0.18198062004932838,-0.48869603863945893,1.3295195913155413,-0.36757340157424906,0.7131913508679977,0.9999414166694955
CYP2U1,0.14574535370974284,-0.27557472542622363,1.4500239060702684,-0.19004840145916133,0.8492712027433947,0.9999414166694955
CYP2R1,0.11951499282211826,-0.41851325353897256,1.999848442046073,-0.20927248522432318,0.8342355298260022,0.9999414166694955
CYP20A1,0.3444788531007528,0.8655127406406828,0.9859678041401315,0.8778306320007089,0.3800356383707454,0.9999414166694955
CYLD,1.2593438143833349,0.6181615471109598,0.48813420611826314,1.266376212449234,0.20537842314086507,0.9999414166694955
CYHR1,0.23264608790273805,0.4761008986419097,1.2817803426152437,0.3714371977889058,0.7103119241949225,0.9999414166694955
CYCS,0.9074153043645068,0.3619140262546706,0.5782217667313766,0.6259086860401856,0.5313748369189601,0.9999414166694955
CYC1,0.650459841479307,1.0772920767863656,0.7594454926795102,1.4185245513610392,0.1560376759841192,0.9999414166694955
CYBB,2.0040494655150516,-0.13944221910371005,0.41022850055262744,-0.3399135333499854,0.7339216446990104,0.9999414166694955
CYBA,4.575622684995368,0.3067687986904301,0.27929999901446706,1.0983487281521267,0.27205224171400133,0.9999414166694955
CYB5R4,0.5108677139339554,0.5300064694154049,0.9848418429113084,0.538164044542059,0.5904638005466901,0.9999414166694955
CYB5R3,1.0131205229578555,0.47696237966184085,0.622041483894502,0.7667694068820875,0.4432186287914137,0.9999414166694955
CYB5R1,0.11890556459174863,0.07208326359865523,1.2412301919100672,0.058074049494179554,0.9536896450008885,0.9999414166694955
CYB5B,0.5434390460236338,0.31645928771947357,0.695156310734024,0.45523471891569306,0.6489403853426722,0.9999414166694955
CYB5A,0.29674201720005916,-0.3749741087523084,1.0435337987866053,-0.35933106257633324,0.7193474393595578,0.9999414166694955
DARS,1.377953417495416,0.6996300398316982,0.43064783915511745,1.6245989790736988,0.10424803482566913,0.9999414166694955
DAPP1,1.3572836015777854,0.06961449712485976,0.5375576230628075,0.12950146019364717,0.8969608696145589,0.9999414166694955
DAP3,1.19924618397025,0.5398140107509988,0.5063749289887401,1.066036211210216,0.2864072730571784,0.9999414166694955
DAP,0.5550157880656456,0.5549328561535528,0.7074249596269252,0.7844405948670624,0.4327816263340959,0.9999414166694955
DANCR,0.817456596219834,0.3655074732710905,0.7228419187773025,0.505653399140647,0.6130999878488289,0.9999414166694955
DALRD3,0.1629343333209299,-0.17714909972612,1.1390887031928698,-0.15551826581158293,0.8764127550930106,0.9999414166694955
DAGLB,0.23405896996641443,0.16157208584257773,1.4915485015718037,0.1083250632965083,0.9137378419584578,0.9999414166694955
DAD1,1.140994834246771,0.10763806046117823,0.4886564576490925,0.22027348411401504,0.8256581696296162,0.9999414166694955
DAAM1,0.2605711865678599,1.0743346539536758,1.0715797319325693,1.0025708978427,0.31606794314313447,0.9999414166694955
CYTOR,0.13234057356349424,-0.0774870631699206,1.4465652643116342,-0.05356624072318906,0.9572807538785151,0.9999414166694955
CYTIP,2.077100488856552,-0.022826773780830256,0.4124867285853248,-0.05533941385003477,0.9558680625479422,0.9999414166694955
CYTH4,0.529910270422837,-0.09012221201530612,0.7306179815402861,-0.12335066244237626,0.9018294242849003,0.9999414166694955
CYTH3,0.10626583672307678,0.25084310112743313,2.0270301243241566,0.12374907413429195,0.9015139547145619,0.9999414166694955
CYTH2,0.15639624850965023,-0.9781116852276948,1.6048894830638738,-0.6094573461596835,0.5422213368869244,0.9999414166694955
CYTH1,0.7744680998135725,-0.02060765399820232,0.6105894570802708,-0.03375042552608822,0.9730761680993206,0.9999414166694955
CYSLTR1,0.6989254160738138,0.8183484290110743,0.7766227458773117,1.0537270938242056,0.2920078807366876,0.9999414166694955
DCAF13,0.4777230059803312,-0.4271529642482742,0.8758512398535162,-0.48770035916112237,0.6257620973273956,0.9999414166694955
DCAF11,0.2999326388482836,0.5210089884298749,1.069475155755311,0.4871632460334388,0.626142649200005,0.9999414166694955
DCAF10,0.4292526769108675,0.7310251594527927,0.7671570927384896,0.9529015196135147,0.34063997007764035,0.9999414166694955
DCAF1,0.24690873655871423,0.41896127066748984,0.9861018784734973,0.42486611151785764,0.6709342800433866,0.9999414166694955
DBT,0.13610096033816543,0.35802784127254195,1.467559089985897,0.2439614484456517,0.8072606775885525,0.9999414166694955
DBR1,0.1374096830941209,0.0939960097112509,1.4707984100198745,0.06390815292626047,0.9490433604555824,0.9999414166694955
DBP,0.31095687205443745,0.6601968087645603,0.8144014102933029,0.8106528309262057,0.41756506834930873,0.9999414166694955
DBNL,2.2248060438082486,-0.15154637225034354,0.39378618347114536,-0.38484431046943546,0.7003527677181368,0.9999414166694955
DBNDD1,0.30319482832772693,0.6340204549599976,1.1485964892151699,0.55199581481676,0.5809512206777329,0.9999414166694955
DBI,1.7586584726352363,0.12257733330093208,0.3825531372550612,0.3204191035537257,0.7486506457850248,0.9999414166694955
DBF4,0.17556654084295986,0.6832590281789612,1.5130642197622213,0.4515730523892342,0.6515765868040826,0.9999414166694955
DAZAP2P1,0.22961910033360955,-0.07818939927024326,1.1762410469580076,-0.066473959119567,0.947000489454481,0.9999414166694955
DAZAP2,4.73076565772223,0.47939968024806096,0.24804497794888558,1.932712704817795,0.05327159922410275,0.9999414166694955
DAZAP1,0.46174463814151245,-0.4351455593434722,0.7037465135557877,-0.6183271262614606,0.5363597241861802,0.9999414166694955
DAXX,0.8043470293454776,0.1293664213374141,0.688235502193106,0.18796824767856324,0.850901542159832,0.9999414166694955
DARS2,0.2479667239299229,-0.48550562866169034,1.3416530393201198,-0.36187122484939876,0.7174482639688702,0.9999414166694955
DCTD,0.6298974673524753,0.2481876820647011,0.7508544380772324,0.3305403410816261,0.7409917160849468,0.9999414166694955
DCPS,0.13208021244835036,0.4160981732778524,1.3595802973834412,0.30604898738136144,0.7595673475466351,0.9999414166694955
DCP2,0.8404494830271965,0.4971332031130728,0.687206352597332,0.7234118270794968,0.46942690714605484,0.9999414166694955
DCP1B,0.13934652136160297,-0.006602464983887673,1.7937955548803997,-0.0036807232384561735,0.9970632143865756,0.9999414166694955
DCP1A,0.35143023204131957,-0.30790395092503225,0.770743423544376,-0.39948955971507494,0.6895325149773357,0.9999414166694955
DCN,0.8833261940515683,-0.43969610709207235,0.8850155975215672,-0.49682300325939427,0.619313872168661,0.9999414166694955
DCLRE1C,0.6404269256769619,0.00823246301030187,0.7655312373433948,0.010753921732666056,0.9914197772610059,0.9999414166694955
DCK,1.2484257759185111,-0.14736637034888397,0.471771929143273,-0.31236782276660235,0.7547610014865239,0.9999414166694955
DCAF8,0.3852465098777234,0.7043657621168908,0.8896755183936921,0.7917108513771652,0.4285292935853827,0.9999414166694955
DCAF7,1.5500076099293587,0.7297722019339544,0.42143168857288305,1.731650043700372,0.08333589026758614,0.9999414166694955
DCAF6,0.3619844095778817,-0.15809291115639493,1.0044504628793367,-0.1573924419360703,0.874935569681334,0.9999414166694955
DCAF5,0.3929781501494361,0.5416107050285468,0.7920057481027585,0.6838469371288903,0.4940718240638543,0.9999414166694955
DCAF4,0.1508621441327668,-0.6105494230758405,1.5946261658709273,-0.38287934573203264,0.7018092262973901,0.9999414166694955
DCAF17,0.1684724621186089,0.2947164065626876,1.6527228698416094,0.17832173314751315,0.8584703117602734,0.9999414166694955
DCAF16,0.3291047552262502,0.3245457016016239,1.246388230046365,0.26038893322151396,0.7945637786219114,0.9999414166694955
DCAF15,0.20268360764389776,-0.7323249971346674,1.4597279490861468,-0.5016859460649052,0.6158884519266705,0.9999414166694955
DDIT3,0.21488598688814733,0.36014581170555704,1.2570640596250353,0.28649758057117913,0.7744970462713446,0.9999414166694955
DDI2,0.3619266346912114,0.11827686382329584,0.8530060270142049,0.13865888408467975,0.889719709905908,0.9999414166694955
DDHD2,0.5462169998374259,0.579614182331041,0.8516372789332257,0.6805880821199782,0.4961321701156597,0.9999414166694955
DDHD1,0.18986673251754232,-0.10873067277950392,1.4946828287257237,-0.07274498019904405,0.9420090543197268,0.9999414166694955
DDB1,0.7017007275174565,0.7137581882134474,0.6086613422609323,1.1726688367658156,0.2409286329913135,0.9999414166694955
DDAH2,0.6985552390608807,-0.26181135171007797,0.6787333321712105,-0.38573522074209265,0.6996927753736016,0.9999414166694955
DDA1,0.19780347997288228,-0.7177592253229748,1.067633429602025,-0.6722899502973876,0.5013991263317001,0.9999414166694955
DCXR,0.7567760319573252,-1.2870943116622477,0.6843214793643732,-1.8808328402284777,0.059994661342781454,0.9999414166694955
DCUN1D5,0.1729967824340761,0.05068872591760326,1.2502596156882952,0.04054256034631496,0.9676605766675619,0.9999414166694955
DCUN1D1,0.29627727776018387,0.165889728021745,0.9245336466471776,0.1794307093347487,0.85759952009208,0.9999414166694955
DCTPP1,0.34161741182567307,0.881798354233072,0.9186039726781748,0.9599330946307616,0.3370888887301745,0.9999414166694955
DCTN5,0.3718892692368535,0.1000113586299425,1.0703246837644984,0.093440205712333,0.9255538506809963,0.9999414166694955
DCTN4,0.2934611308990772,-0.4105634962839138,0.9641100298933121,-0.42584713731206236,0.6702192366445329,0.9999414166694955
DCTN3,0.40520129099597535,0.5702434921005451,0.8352384351460468,0.6827313831658555,0.49477659509382377,0.9999414166694955
DCTN2,0.5287186514253231,0.3555297352457839,0.686451007955537,0.5179244128501772,0.6045110081881332,0.9999414166694955
DCTN1,0.716530596566867,-0.7871759508708688,0.6509116536176882,-1.2093437665401134,0.22653080297658257,0.9999414166694955
DDX39B,0.8795152958241912,-0.046212254426267044,0.5675952495500755,-0.081417620149039,0.9351098367770394,0.9999414166694955
DDX39A,0.9357475808098961,-0.12485399761100728,0.5691888244856186,-0.21935426740649563,0.8263740917899143,0.9999414166694955
DDX27,0.7939591691052266,0.716992502445408,0.7222383782693218,0.9927366421090993,0.32083831318966627,0.9999414166694955
DDX24,1.9402774613461238,0.7258899951921318,0.39398368112359544,1.8424367047944177,0.06541129698313158,0.9999414166694955
DDX23,0.5603224385527956,-0.37436554030406477,0.6889926637523859,-0.5433519977777389,0.5868874692854835,0.9999414166694955
DDX21,1.730569349039216,0.8222003444755485,0.4200452063229693,1.9574091838185754,0.05029937960656471,0.9999414166694955
DDX20,0.3917153884736629,-0.04235845425918391,0.8397468717617018,-0.05044193159102845,0.9597702223197817,0.9999414166694955
DDX19B,0.17420472248998475,0.028326718836430457,1.0732120972637562,0.026394334268735685,0.9789428131757448,0.9999414166694955
DDX19A,0.19918704846991508,-0.08235649485263831,1.341838135275084,-0.06137587886914153,0.9510598620095869,0.9999414166694955
DDX18,1.418358562839227,0.06626363961889221,0.465584852198488,0.1423234439565545,0.8868245294177404,0.9999414166694955
DDX1,0.5591466814879007,-0.29792718747171804,0.8503571281030025,-0.3503553714382819,0.726072014836153,0.9999414166694955
DDT,0.9692436959167788,0.05609112918408723,0.5624709668708735,0.09972271012694611,0.9205644703383009,0.9999414166694955
DDRGK1,0.333129184421175,-0.28497977642482963,0.7814081439838617,-0.36470028962318474,0.7153351423897849,0.9999414166694955
DDOST,1.040444266668842,-0.2160989835547607,0.6086126758444518,-0.35506816096940924,0.7225385284374639,0.9999414166694955
DDIT4,0.30968512509979035,0.13154390932658935,1.1350855042882888,0.11588898706716269,0.9077405239318602,0.9999414166694955
DDX6,1.743040796408498,0.4040713773319924,0.46369024247020024,0.87142523245561,0.38352201349199344,0.9999414166694955
DDX59,0.42649120699898724,0.43445883871939633,0.946027450115243,0.45924548877146376,0.6460578879523233,0.9999414166694955
DDX58,0.5323850838815312,1.4331598984395082,0.8812181316570438,1.6263395485798644,0.10387744297209953,0.9999414166694955
DDX56,0.23941099281133335,0.33010887128671107,1.5195324333034737,0.2172437152717117,0.8280184182182386,0.9999414166694955
DDX55,0.29344519644799616,-0.4680822121881558,1.2017269533767798,-0.3895079584200664,0.6969004246132828,0.9999414166694955
DDX54,0.625539128402441,-0.04063097459835568,0.6680389950117414,-0.060821261785236884,0.9515015572105666,0.9999414166694955
DDX52,0.48746938284926855,0.7237251904657902,0.8434994362587974,0.858003170311238,0.39089071283308285,0.9999414166694955
DDX51,0.3229742681321368,0.1662157929548954,1.0563269499029384,0.1573526008876024,0.874966967026528,0.9999414166694955
DDX50,0.7901138415861145,-0.1408940724361821,0.5347112749579586,-0.2634956078815803,0.7921686083830931,0.9999414166694955
DDX5,1.0903133920827446,0.15113699767291414,0.697717784178627,0.21661623237945246,0.8285074344742268,0.9999414166694955
DDX49,0.13851548241339373,0.34772042240582923,1.6173161683713035,0.21499842096798946,0.8297685496599115,0.9999414166694955
DDX47,0.6246705201547937,1.1258805302959147,0.6985822107770268,1.6116650451828822,0.10703484800946973,0.9999414166694955
DDX46,1.2557150429027943,0.03688273995754806,0.4466545952346452,0.08257553006517734,0.9341890589885171,0.9999414166694955
DDX41,0.2532968080718903,0.274890681106701,1.0473061662775953,0.26247404050310863,0.7929559966445419,0.9999414166694955
DDX3X,0.5502921368024853,1.0100364063540612,0.686386193156904,1.4715278605890791,0.1411484186456636,0.9999414166694955
DENND4B,0.5637273384426345,0.1449628795646288,0.7383350750084977,0.196337522720237,0.8443459940040249,0.9999414166694955
DENND4A,0.8095776650799741,-0.13636070314831056,0.6759802198489946,-0.20172291902087286,0.8401333441288931,0.9999414166694955
DENND3,0.22478976782273546,-0.21402549954286654,1.159096896668436,-0.1846484967374469,0.8535047450343263,0.9999414166694955
DENND2D,0.864221548643218,-0.11907853247571432,0.5964382328783144,-0.19964939521241049,0.8417547936114044,0.9999414166694955
DENND1C,0.6403668629348949,-0.00731175955033402,0.5808038494615985,-0.012589034244714416,0.9899556692520141,0.9999414166694955
DENND1B,0.1677587957144644,-0.22647167826115977,1.3310748780626278,-0.17014195218738412,0.8648985013987917,0.9999414166694955
DEK,2.995844876148071,0.19463303524895847,0.30168987150693244,0.6451427562906633,0.5188346782744668,0.9999414166694955
DEGS1,1.0044842532101126,0.8995209755523469,0.6746592819283432,1.3332966723310962,0.1824344652930795,0.9999414166694955
DEF8,0.5608540358849528,-0.01486894107581513,0.961840981581394,-0.015458835047107914,0.9876661254390108,0.9999414166694955
DEF6,0.5259898856088062,1.2096717523403087,0.8791337564459443,1.3759814629694387,0.16882737237550438,0.9999414166694955
DEDD2,0.5493677119892614,0.7266823906988665,0.6738162793716992,1.0784577531674693,0.2808295254829729,0.9999414166694955
DEDD,0.5189688423268829,-0.06888463945113502,0.6743834656060581,-0.10214461499175317,0.9186418885424787,0.9999414166694955
DEAF1,0.20932092970383662,-0.2024420492829945,1.1645503603262002,-0.17383709299294606,0.8619934921964691,0.9999414166694955
DDX60L,0.24674737286636006,0.2796254052939979,1.2960431006450792,0.2157531683589998,0.8291801547311026,0.9999414166694955
DDX60,0.5832308988991369,0.7002499758490739,0.8158162078518915,0.8583428094581345,0.39070319725461045,0.9999414166694955
DGKA,0.6261569250040133,0.05514882256967713,0.7425188230373463,0.07427262563403504,0.9407934584343018,0.9999414166694955
DGCR6L,0.15030498088117117,-0.2805280338754473,1.4502409098168416,-0.19343547129068134,0.8466179379135053,0.9999414166694955
DGCR2,0.12004666585372316,-0.6831159559674449,1.5893530618440674,-0.4298075565254524,0.667335635600281,0.9999414166694955
DFFA,0.42700620494776304,1.4316255745246456,0.8478808305801944,1.6884749871571008,0.09132008650514709,0.9999414166694955
DESI2,0.3073284250379915,-0.958070565411814,1.1045586678144537,-0.8673786131319852,0.3857345960835623,0.9999414166694955
DESI1,0.3571405523347455,-1.4550029046722057,0.9518897241867282,-1.5285414556978492,0.12637815895154075,0.9999414166694955
DERL3,0.11407051190656516,-0.5866193689168167,1.7737707234443085,-0.33071882468424046,0.7408568816766237,0.9999414166694955
DERL2,0.5200134714153032,-0.6099558350586796,0.7299458874127643,-0.8356178801426226,0.40336990663541694,0.9999414166694955
DERL1,0.898957866121521,-0.007403561522392599,0.5823782648655351,-0.012712633642160395,0.9898570590924083,0.9999414166694955
DERA,0.13021320698779662,0.018190654068473783,1.6195778504837475,0.011231725639518016,0.9910385679380407,0.9999414166694955
DEPDC5,0.1326275347888505,-0.41867826124262447,1.7717484956047105,-0.23630795357313206,0.8131937156336674,0.9999414166694955
DENR,1.271710819355149,-0.23171078460392172,0.4708449258926932,-0.49211698345184934,0.6226366467870378,0.9999414166694955
DENND6A,0.16650519908796932,0.6358255156021814,1.276169692307354,0.49822960021295387,0.6183222214641242,0.9999414166694955
DENND5B,0.6652549093559821,0.7525612801664194,0.6907726299855607,1.0894486079770567,0.27595610608823073,0.9999414166694955
DENND5A,0.25026153048663025,0.3457738364387338,1.1833701851326852,0.29219414244407715,0.7701381899675175,0.9999414166694955
DENND4C,0.26542987552101704,-0.8010118965079731,1.1571831353812705,-0.6922084085195854,0.4888064589567296,0.9999414166694955
DHX15,0.584653977915114,-0.15766664963748628,0.6887575355997243,-0.22891459111253226,0.8189352995961683,0.9999414166694955
DHTKD1,0.44343409659193117,0.08704305756329409,0.839461982128645,0.10368910018125753,0.9174160768221767,0.9999414166694955
DHRS9,0.21114035709237158,0.001068115670717253,1.8100771328657228,0.0005900940083289197,0.9995291731286566,0.9999414166694955
DHRS7B,0.13846906445037288,-0.9193816943735881,1.7699553701914477,-0.5194377834928928,0.6034554888455476,0.9999414166694955
DHRS7,0.7991471750966676,-0.0834838680836136,0.60809558375639,-0.13728741058750757,0.8908036211082664,0.9999414166694955
DHRS4L2,0.192470523856947,0.20373967502921927,1.171708725790303,0.17388252775176646,0.8619577842785252,0.9999414166694955
DHRS4-AS1,0.14013716364483955,-0.2788621505658202,1.4549355760914082,-0.19166632196524166,0.8480035880218879,0.9999414166694955
DHRS13,0.132779128078188,-0.0967195925324492,1.596636886873808,-0.06057707505544657,0.9516960314421781,0.9999414166694955
DHRS12,0.12477843082827982,-0.3840083563108311,1.7888537093810455,-0.21466727787578582,0.8300267362784444,0.9999414166694955
DHRS1,0.3597020826951725,0.2098018380516991,1.0174746111798116,0.20619859773053562,0.8366357831614205,0.9999414166694955
DHPS,0.3110871512858681,-0.25251188068616565,0.9487602343734132,-0.26614930889565713,0.7901242209886241,0.9999414166694955
DHFR,0.262190082363176,0.6592366534804649,1.1325154894902338,0.5820994587696099,0.5604996897008536,0.9999414166694955
DHDDS,0.12595541519224016,0.02903131555522885,1.4595575782464507,0.019890490096394695,0.9841307314495249,0.9999414166694955
DGUOK,0.641222578646043,0.28882343631099633,0.6766503270048541,0.42684297159724044,0.6694937051920542,0.9999414166694955
DGKZ,0.13183264357292082,-0.01405616225842801,1.6021677650535344,-0.00877321499347376,0.9930000770047487,0.9999414166694955
DGKD,0.8956334588975895,-0.2735012182846338,0.5326921417649377,-0.5134320498486391,0.6076491312029928,0.9999414166694955
DIDO1,0.3793483975258036,0.2756618908309052,0.8143754602505708,0.3384948396481498,0.7349903151995133,0.9999414166694955
DICER1,0.6216874918810305,0.27364617786726203,0.7860306391933407,0.34813678274435944,0.7277374614539298,0.9999414166694955
DIAPH2,0.12636794743260646,0.29812489738278186,1.6123652354597058,0.18489911021790462,0.8533081689017625,0.9999414166694955
DIAPH1,0.8820393140327883,1.3841336245032747,0.6596263214084931,2.098360207257571,0.03587333767270188,0.9999414166694955
DIABLO,0.28972795102096427,0.4796817466450911,1.079229530038974,0.44446684722180313,0.6567050928492046,0.9999414166694955
DHX9,1.410398525689287,0.4978091568158321,0.4379190792194502,1.136760603587152,0.25563837679033874,0.9999414166694955
DHX8,0.540273381562983,1.0705555376654123,0.8248227347782898,1.297921956471259,0.1943141543313962,0.9999414166694955
DHX57,0.17831835657508177,-0.10892965539293577,1.2368596570476604,-0.08806953543375078,0.9298214094717563,0.9999414166694955
DHX40,0.30387979052577435,-0.66912063626373,1.0362106578407124,-0.6457380371459063,0.5184490224575489,0.9999414166694955
DHX38,0.23907333712451823,0.40028341646630144,1.1285733329006675,0.35468090977968625,0.72282865412242,0.9999414166694955
DHX36,1.2153862462104263,0.01850164234577686,0.47873461230933806,0.038646970304753905,0.9691718533562478,0.9999414166694955
DHX34,0.2069091158881039,-0.19156394408296237,1.3666509784823075,-0.14017034861065833,0.8885253989633881,0.9999414166694955
DHX33,0.2545604585022549,0.30398974988212035,1.2075035544558115,0.25175060459272947,0.8012338395672877,0.9999414166694955
DHX30,0.1443418206126061,-0.20840332198765005,1.7856927021955904,-0.11670727092707983,0.9070920282884087,0.9999414166694955
DHX29,0.305805665533815,-0.23763456635161384,0.911920150347874,-0.2605870330433672,0.7944109904132085,0.9999414166694955
DHX16,0.2700277320232666,-0.14579113083315887,1.1114079116635442,-0.13117697769034248,0.8956353077116845,0.9999414166694955
DMTF1,0.4671913568261246,-0.06335899756367931,0.8071201833400226,-0.07850007826775844,0.9374302679676741,0.9999414166694955
DMAP1,0.17402447500044488,-0.07000848273441851,1.2362815268683296,-0.05662826889580692,0.9548413153488132,0.9999414166694955
DMAC2,0.2394537735869322,0.2891596462887597,1.6755467234291008,0.1725762953938868,0.8629844858383566,0.9999414166694955
DMAC1,0.713970654056216,-0.009473073353183195,0.6889926722438013,-0.013749164156322305,0.9890300998209167,0.9999414166694955
DLST,0.16436177882787034,-0.6829936739359009,2.015349230316176,-0.3388959410418165,0.7346881222844357,0.9999414166694955
DLGAP4,0.2893945005685439,0.10699234206430806,0.9256017740810601,0.11559219640706754,0.9079757478123494,0.9999414166694955
DLG1,0.3181171403307713,0.14070100678629738,0.9438946129467543,0.14906431804610207,0.8815028813414827,0.9999414166694955
DLEU1_2,0.10692121658870905,0.2136355730599947,1.7921858822945564,0.11920391471138841,0.9051138052745997,0.9999414166694955
DLAT,0.24892786719485865,-0.5291518016156038,1.1569277159343057,-0.45737671794669915,0.6474002957969653,0.9999414166694955
DKC1,0.7061314792827772,-0.00035647630544840224,0.7452199574849905,-0.0004783504546113582,0.9996183315721681,0.9999414166694955
DIS3L,0.21659254189068777,0.6484042977039186,1.3173805927945323,0.4921920827211155,0.6225835608829358,0.9999414166694955
DIS3,0.6393138709040701,-0.723683909755715,0.7344359210815765,-0.9853601777674116,0.32444718301908704,0.9999414166694955
DIP2B,0.34585313699902587,0.831978542455849,0.8708905710761616,0.9553192675260809,0.33941626672447545,0.9999414166694955
DIP2A,0.199641692520684,-0.9063111018970007,1.4864067177376905,-0.6097329156830004,0.5420387464703647,0.9999414166694955
DIMT1,0.17126377562031675,-0.038164871721000075,1.4744028434467986,-0.025884968881218242,0.9793490891257524,0.9999414166694955
DIEXF,0.3955798219447966,0.31160325532405325,0.8701780800761552,0.35809136366292144,0.7202749419076078,0.9999414166694955
DNAJC10,1.6788889741078492,0.5312443778242678,0.4391504357356998,1.209709326450479,0.22639044984772605,0.9999414166694955
DNAJC1,0.2138125187593242,0.23304953273136297,1.499543469318443,0.15541365588907285,0.8764952191250523,0.9999414166694955
DNAJB9,0.3926818536736906,-0.08521481358712238,0.723498709177336,-0.11778156962300187,0.9062407331988795,0.9999414166694955
DNAJB6,0.6092747694713223,1.102182867285592,0.7355909397033331,1.4983638429941875,0.13403874509684766,0.9999414166694955
DNAJB2,0.3247332753799016,0.05250505260477184,1.1444154067589671,0.045879365390115084,0.9634064008889911,0.9999414166694955
DNAJB14,0.351910349318035,0.5184203232177808,0.7611466044284088,0.6811044287678247,0.4958054149480041,0.9999414166694955
DNAJB12,0.24238252564743518,0.08472129663880337,0.9602034006213912,0.08823265631425216,0.9296917625378718,0.9999414166694955
DNAJB11,0.1485531427435927,0.07708239957721144,1.6084770113961626,0.04792259947209547,0.9617779283064771,0.9999414166694955
DNAJB1,0.8224660486137311,0.5888036434194092,0.6079889319423031,0.9684446747055018,0.3328223370564648,0.9999414166694955
DNAJA4,0.1681671448916131,-0.20284940070973553,1.6055162849294693,-0.1263452775993778,0.8994586170564697,0.9999414166694955
DNAJA3,0.374808397535831,-0.5991408726516455,0.9760864091304197,-0.6138195010679545,0.5393346092622677,0.9999414166694955
DNAJA2,0.8415011092704856,0.9978834823175055,0.7295563507368683,1.367794936346755,0.1713762731628441,0.9999414166694955
DNAJA1,1.7858707510316767,0.027583867844082687,0.4482401422994413,0.06153814716945994,0.9509306349118544,0.9999414166694955
DNAH1,0.10370203005683122,-0.4226429005593101,2.0098960311129392,-0.21028097673553797,0.8334483817300591,0.9999414166694955
DNAAF2,0.31172704852076055,0.4874420780723859,1.0718807663525352,0.4547540112423932,0.6492862190487073,0.9999414166694955
DMXL1,0.8819083306154355,0.5333085822568355,0.6282619397020733,0.848863425516011,0.3959572925006911,0.9999414166694955
DNAJC9,0.26657005333354006,-0.1953976093720237,1.1530679347272577,-0.16945888744902296,0.86543570769101,0.9999414166694955
DNAJC8,1.7405176501327948,0.316748360598502,0.4185767119213725,0.7567271460099804,0.44921334794536405,0.9999414166694955
DNAJC7,0.633986111599855,0.46868720270889086,0.5480737944910817,0.8551534618510526,0.3924661960755673,0.9999414166694955
DNAJC5,0.28559608586173524,0.4833918549013923,0.9970660506633915,0.4848142754231484,0.6278080954873945,0.9999414166694955
DNAJC4,0.3996345577653598,-0.30939796960338617,0.9013116158847578,-0.34327524925957015,0.7313913990352403,0.9999414166694955
DNAJC30,0.3156340838353848,-0.9216747565708066,0.9740769015570774,-0.9462032772746123,0.34404491491606704,0.9999414166694955
DNAJC3,0.285483433654726,-0.06962121973532048,1.0402256308865467,-0.06692896009107642,0.9466382579036412,0.9999414166694955
DNAJC25,0.25780823943501086,-0.7688746174950442,1.3480877813761711,-0.5703446230409064,0.568443980949032,0.9999414166694955
DNAJC21,0.9552291457490454,0.3946526991097461,0.5960153103807428,0.6621519485089007,0.5078738458575692,0.9999414166694955
DNAJC2,0.5619476329804267,0.565793805864973,0.7019082178377181,0.8060794723389106,0.4201970269481414,0.9999414166694955
DNAJC19,0.6015183231797958,0.16717950434479995,0.8357132318531741,0.20004410361444605,0.8414460884815163,0.9999414166694955
DNAJC16,0.4967725717584284,-0.5791192606628812,0.9206961020824218,-0.6290015341142802,0.529348051863056,0.9999414166694955
DNAJC15,0.9258755658638408,0.9136221030877374,0.6378133001022097,1.4324287419866115,0.15202115780159717,0.9999414166694955
DNAJC14,0.2799353095611222,0.3793126999608242,1.0496002479757698,0.36138777662482097,0.7178095843024515,0.9999414166694955
DNAJC13,0.4412702390168307,0.5199859437178949,0.778268925528027,0.6681314474493548,0.5040496896151934,0.9999414166694955
DNAJC11,0.1732410547661365,-0.3724822526424807,1.4569145765611162,-0.2556651286458286,0.7982094237301498,0.9999414166694955
DOCK2,0.9902370765257956,0.9350086534175419,0.5938316529027454,1.5745348851767464,0.11536384310631838,0.9999414166694955
DOCK11,1.733978789501964,-0.1855905032777826,0.45419184366830395,-0.40861698831676785,0.6828207615601092,0.9999414166694955
DOCK10,0.7394690961191168,-0.34522167221207295,0.6089002125978548,-0.5669593556868618,0.5707417959389127,0.9999414166694955
DNTTIP2,1.1872294129438048,0.30891766688858485,0.6071035485712256,0.5088385129943653,0.6108654215965272,0.9999414166694955
DNTTIP1,0.13636569465272141,-0.16018173649167214,1.4669173340691737,-0.10919615766440909,0.9130469078266551,0.9999414166694955
DNPH1,0.4153815753753754,-0.2066638521777481,0.7813135100469057,-0.26450822815714675,0.7913883253757079,0.9999414166694955
DNPEP,0.29071890280360707,-0.46269812515393516,0.9709639697937755,-0.47653480412070115,0.6336934180986458,0.9999414166694955
DNMT3A,0.20151893103747473,-0.33742747887523344,1.1403635502598732,-0.2958946546461769,0.7673105333592176,0.9999414166694955
DNMT1,0.19991873373821661,0.0944501025823836,1.5117461584858256,0.06247748807047435,0.9501825888274784,0.9999414166694955
DNMBP,0.21880213062300669,0.023688184595612873,1.24328715503293,0.01905286682945378,0.9847989314176882,0.9999414166694955
